Word/Phrase,Description & Definition
taomi,", (-a, -‘ia). Squeeze, press (down), weigh down, trace (by pressing through). Kua mamae ‘aia i tōku taomi‘anga i tōna ‘ē‘ē. it hurt him when I squeezed his boil; taomia kia pakari. press (it) hard; E taomi i tēnā ‘ope o te rākau kia kore e pana mai mē keke au i tēia ‘ope. hold that end of the log down so it won’t jump up when I‘m sawing off this end; kua taomi ‘aia i te pōro ki rotopū tika ai i te kī ni. he grounded the ball right between the goal-posts; ko te ngā‘i taomi kiri‘au tēia a te tamariki mē ‘inangaro rātou i te ma‘ani pāreu. this is where the children weight down the kiri‘au fibres when they want to make grass skirts; kāre au e kite i te taomi auaro pūtē. I don’t know how to trace a pillowcase  design."
taona,", pass. tao1, tao2, q.v. Taona atu te ‘iku ‘a‘ai. Bake the tail of the ‘a‘ai; ‘Ea‘a koe i taona ai e Tara? Why were you sworn at by Tara? tāone. Add or mix in sand or soil. Tēia te pūtē one-tea ‘ei tāone tea i te ngā‘i vāvā‘i‘anga ‘uri tōmāti. here is the bag of sand to mix into the beds where the tomato seedlings are transplanted; ka tāone ‘enua te ‘āua tiare? Is the flower garden going to have any dark soil mixed in? tāoni, taoni. Town. Ko te pupu piriaro toretore, ko tō te tāoni ia. That’s the town team in the striped vests. [Eng. town.] tā‘ōniāni, (-a, -‘ia). Add onions to (a dish). Kua tā‘ōniāni‘ia nō reira i kakarāi. it’s had onions put in, that’s why it smells so good. tāono1, (-a, -‘ia). Replace (trees, plants, posts). Tē tāono nei māua i te au ‘uri meika i mate. we are replacing the banana plants that have died. tāono2, (-a, -‘ia). Variegate, diversity. E tāono koe i te kara taura i runga i tō‘ou auaro pūtē. use different coloured threads on your pillowcase; kua tāono‘ia ki te taura matiē ‘ē te rengarenga. it was varie-gated with green and yellow threads. tāono3, (-a, -‘ia). Cause to project, pro-trude, or show. Tērā e tāono ‘aka‘ou maī  ra te mī miti ki va‘o. There’s the head poking out again. tāonoono1, (-a, -‘ia), fq. tāono1. Replace (trees, plants, posts). Mē oti te au tiare mate i te tāonoono, e pī pī  ki te vai. give them a watering, when you’ve replaced the dead flowers; ‘Auraka e tāonoono i te tuatua. don’t change the subject (introduce a red herring). tāonoono2, (-a, -‘ia), fq. tāono2. Variegate, diversify. Kua tāonoono‘ia te tiare i te tanu‘anga. all sorts of different flowers were planted; kua mānea te pi‘a i tōna tāonoono‘anga i te pēni. the room looked lovely when he painted it in different colours. tāonoono3, (-a, -‘ia), fq. tāono3. Cause to project. Ko te au poro-naero e tāonoonō ra ki runga, paoa atu kia ngaro tākiri atu ki roto. Punch in the nail heads that are protruding. tā‘ope, (-a, -‘ia). Bring something to an end. E tā‘ope mai koe i tā tātou ‘anga‘anga nā roto i te pure. Finish off our work by saying a prayer. tā‘ope‘anga, nom. The ending. ‘E kai venevene nō te tā‘openga‘anga o te kaikai, a sweet to round off the meal. tā‘openga, (-‘ia). Put or place last, con-clude (tr.), make an end of. Kua ‘inangaro ‘aia kia tā‘openga‘ia tōna ingoa ki roto i te pēpa. he wanted his name put last in the list; ‘ea‘a koe i tā‘openga ai iāku? Why did you put me last (or leave me till last)?; kua tā‘openga‘ia tā rātou ‘ura ki te ‘ī mene o te Ariki Va‘ine. the dance was con-cluded with God Save the Queen; kua tā‘openga ‘aia i te ora‘anga o taua tangata. he put an end to the man’s life; nāna e tā‘openga i te tuatua. he will be the last to speak. tā‘ōporo, (-‘ia, -a). Add chillies to. Kua veraverā‘ia ‘aia i tōku tā‘ōporo‘anga i tāna mereki tai. he burned his mouth when I put chillies in his plate of sauce. tā‘opu, (-a, -‘ia). Sink, submerge something. Tēnā te au toka mama‘ata ‘ei tā‘opu i te ruru kiri‘au. There are the large rocks to sink the bundle of kiri‘au. tā‘ora, n. A bare expanse of sand or rock, esp. along the coast, e.g. a large sandpit. ‘E tā‘ora ma‘ata tei reira, kāre e ‘okota‘i rākau e tupū ra. there is a big open space there without a single tree growing. tāora (-‘ia). 1. Set a definite time (for something). Mē tāora‘ia te ‘anga‘anga, ka rauka tēta‘i taime nō tāua i te moe i te pō. if the work has to be finished by a definite time, then we‘ll get a chance to get some sleep (we shan’t be kept at it all night); e tāora koe i tā rātou ‘anga‘anga. set a time schedule for their work. 2. by the hour. ‘E ‘anga‘anga tāora tā mātou. we are paid by the hour. taorangi. (Upper) ridgepole or ridge sup-port. Kāre e tano tēnā rākau ‘ei taorangi nō te mingi. That piece of timber is no good for a ridge support because it’s crooked. tāori, (-a, -‘ia). Stir (tr.). ‘Ōmai i te tī punu mē kua oti tā‘au tī  i te tāori. pass me the spoon when you’ve finished stirring your tea; tāori‘ia te vairākau pī pī  tōmāti kia ‘iro meitaki. give the tomato spray a stir to get it properly mixed up. tāoriori, (-a, -‘ia), fq. tāori. Stir (tr.). Tāoriori‘ia te tuka i roto i tā‘au kapu vai rēmene. stir up the sugar in your cup of lemon juice; ‘auraka rava koe e tāoriori i tō rātou manako. don’t go unsettling them in their opinions. tā‘oro‘enua, (-‘ia). Transport something on horseback. Ka tā‘oro‘enua ‘ua ‘aia i tāna meika ki te kāinga. he is going to take his bananas home on the horse. tā‘ōrotē, (-a, -‘ia). Give a holiday to. Kua tā‘ōrotē ‘aia i te aronga ‘anga‘anga. he gave the workmen a holiday. tā‘ōrure‘au, (-a, -‘ia). Cause to revolt, mutiny, riot, strike, provoke breach of peace. Kia matakite i te aronga e tā‘ōrure‘au mai ia kōtou. Be wary of the people who will stir you to revolt. tā‘ōta. Pumicestone. ī kā tō toka ‘āuri kāka‘u ki te tā‘ōta kia mā te tūtae‘āuri. rub your iron with pumicestone to get the rust off."
taotaomi,", pl., intens. taomi. Press. Tē taotaomī  ra ‘aia i te mokotua o tōna māmā. She’s pressing her mother’s back. tāotaota. Spread rubbish around, make a mess, (Penrhyn dial.). ‘Auē koe i te tāotaota e! Oh, what a mess-maker you are!"
taote,", 1. Doctor, medical or health officer. Ka ‘inangaro au i te ‘ārāvei i te taote. I want to see the doctor; te vairakau ā te taote, the doctor’s medicine. Taote Māori, Native Medical Practitioner or a ta‘unga. Taote namu, mosquito control officer. Taote ni‘o, dentist. Taote rapakau maki, doctor (G.P.). Taote vāvā‘i, surgeon. Pēpa taote, doctor’s certificate. Pu‘a taote, carbolic soap. 2. Practise as a doctor. I taote ana ‘aia ki Pukapuka ‘ē toru mata‘iti. he was a doctor in Pukapuka for three years."
tapa,"1, topa (-‘ia). Give a name to. Tē tapa nei au i te ingoa o tēia ‘are ‘uipā‘anga, ko ‘Te ‘Akapū‘anga’. I now name this Assembly Hall, ‘Te ‘Akapū‘anga‘; kua rekareka tōku tupuna va‘ine i tōku topa‘anga i tōna ingoa ki runga i tā māua pēpe. my grandmother was delighted when I called our baby after her. [Pn. *tapa4.] tapa2. Bark cloth, tapa. Nā tōna tupuna tāne taua tapā ra i ma‘ani, ‘e pākiri kuru. Her grandfather made that tapa. it is from the bark of the breadfruit tree. [Np. *tapa1.]"
tapa,"3, 1. The edge, brink, margin, border, rim. ‘Auraka e tū ki te tapa o te maunga, kā pū‘ia koe, ē te ‘openga, kā topa atu koe ki raro. Don’t stand on the edge of the mountain (ridge), the wind will catch you and you‘ll end up by falling over; kua ‘akatore ‘aia i te tapa i tōna pona ki te tēpu muramura. she put a strip of red ribbon around the hem of her dress; ‘e ‘āriki kaingākai tapa matie, a tablecloth with a green border; ko te tapa i tōna rima tei motu. he cut the side of his hand; te tapa o te ara, the side of the road; te tapa o te kapu, the rim of the cup; ‘Ātia tēta‘i tapa i tō varāoa pakapaka nā ‘Ina. Break off a piece of your biscuit for ‘Ina. Tapā-tai, water edge, tidemark, beach. Tē ko‘i pōre‘ō ra rāua i te tapā-tai. they‘re picking up shells on the beach. Tapā-to‘e, the flank (flat side) of the buttocks. Tapa ‘ū‘ā, groin. E mamae taku tapa, mē ‘ea‘a rā? My groin is hurting, I wonder what it is? 2. (-‘ia). Border, edge (tr.). Kā tapa au i te ‘iti i tōku pona ki te kāka‘u auī ka. I‘m going to put some blue material around the hem and sleeves of my dress; kua tapā‘ia tōna moenga ki te ‘ā ‘ūtū ē te nono. her mat was bordered with ‘ā ‘ūtū and nono. [Pn. *tapa3.] tāpa, n., (Bib. daba). Bear. Te daba i riro tana au punua ra, the bear whose cubs have been taken (Prov. 17.12)."
tapa‘anga,", nom. A flat piece of something. ‘Ōmai i tēnā tapa‘anga rākau. give me that flat piece of wood. tāpae, tāpa‘e, (-a, -‘ia). 1. Cause (e.g. a ship or vehicle) to turn off or call in somewhere. E tāpae koe i te vaka ki runga i tēia motu. take the canoe in to this little island here. 2. Turn off, call in anywhere. I tāpae ana koe i te ‘ākara i te tī nana puakatoro i tō‘ou ‘aere‘anga ki Avarua? Did you call to take a look at the mother cow on the way to Avarua? Kua tāpae te mōtokā ki kō i te ‘are ‘āpi‘i. the car turned in at the school over there; kua tāpae te pa‘ī  ki Mangaia i te tiki ‘ara painapa. the ship called at Mangaia to pick up pineapples; i kite atu au iā koe nā roto i te māramarama i te tāpae‘anga ki te ‘are toa. I saw you through the window calling in at the shop; ‘E ‘are kai tāpae‘ia tērā e te tangata. people often call in at that cafe. ‘Are tāpae‘anga, a house one can call in at for food and rest, an inn. Kia tae ‘a Māria mā ki te ‘are tāpae‘anga, when Mary and (her husband) got to the inn; Kua tāpa‘e rātou ki te toa i te ‘oko raore. They called in at the store to buy lollies; kua pō‘itirere te tangata i te tāpae‘anga te manuā ki tō rātou ‘enua. the people were surprised when the warship called in at their island; kua tāpa‘ea‘ia tō rāua mōtokā ki te pae i te mataara e te ‘akavā, nō te mea, kua kona rāua. the policeman motioned (or forced) their car to the side of the road because they were drunk. tāpaepae, fq. tāpae 2. Turn off, call in anywhere. Kua tāpaepae te tamariki i te ‘ākarakara i te tūtū teata. The children turned aside or went over to look at the cinema posters; Kua rongo rātou i te tangi o te ove ‘āpi‘i i tō rātou tāpaepae‘anga ki te ‘are toa. they heard the school bell ringing when they were calling at the shop. tāpa‘epa‘e, (-a, -‘ia). 1. Cause to zigzag, swerve or turn from side to side, cause to turn off (fq.). 2. Turn off, zigzag, swerve from side to side. Kua tāpa‘epa‘e tō rātou ‘oro‘enua ki roto i te tī tā. their horses swerved off into the bush; ‘E ‘oro‘enua tāpa‘epa‘e tō‘ou. your horse doesn’t run straight (zigzags, keeps swerving off)."
tapaeru,", see tapairu."
tapa‘i,", (-a, -‘ia). 1. Chop down vertically on something (e.g. cutting bark off a stake, chopping firewood). ‘E meā toki tapa‘i ngāra‘u tēia nāku. I use this little axe for chopping off (coconut bark to make) charcoal; tapa‘i i te matie i te ‘iti o te ara kia tika. trim the turf back straight along the edge of the path (i.e. chop down on it with a spade); e tapa‘i i te i‘i kā tunu ei. cut the pods off the chestnuts before you boil them. 2. Split or cleave lengthwise. Kua kī  tōna rima i te toto i tōna tapa‘i‘anga i te ika i rotopū. he had blood all over his hands when he sliced the fish in two. 3. n. A chopping implement, trowel. ‘Ea‘a te tapa‘i i tā‘au i‘i? What are you going to chop (the pods off) your chestnuts with? [Np. *tapasi.] tāpā‘ī ‘ī , (-a, -‘ia). Crush, squash something. Nā‘au i tāpā‘ī ‘ī  i te ‘ūtū? Did you squash the ‘ūtū? Kua tāpā‘ī ‘ī ‘ia te meika para nā mua. The ripe bananas were squashed first."
tapairu,", tapaeru. A fairy, often used for a pretty girl. Kua kimi ‘aia i taua tamā‘ine tapairū ra tei ‘aka‘iriāmoe‘ia kiāia, ē kāre rā i kitea. he sought the bewitching girl that he saw in a dream, but he never found her. [Ep. *tapairu.] tāpaka, n., (Bib. sabaka). Sackbut (Dan. 3.7). Kua reka tāna ‘akatangi‘anga i te tāpaka. His playing of the sackbut was pleasing; Mei te kī nura rāi te tū o te tāpaka. the sackbut looks something like a harp. tāpakakina, (-‘ia). Bang or clatter something. Mē tomo koe ki roto i te ‘are, ‘auraka rava koe e tāpakakina i te ta‘ua. don’t make a clatter on the floor when you go into the house. tāpakapaka, (-‘ia). Scorch, etc. ‘E a‘a koe i tāpakapaka roa ai? Why did you scorch it? tāpakapakakina, (-‘ia), fq., dim. tāpaka-kina. Rattle something. Kua tāpakapakakina ‘aia i te tini i tōna ‘aere‘anga nā runga i te mataara. he rattled the tin as he walked along the road. tāpakari, (-‘ia, -a). Make something strong, strengthen something. Kua tāpakari ‘aia i te tī  i te ma‘ani‘anga. he made the tea strong; kua tāpakari ‘aia i te a‘i. he stoked the fire up."
tapakau,", n. A coconut-leaf floor mat. E no‘o ki runga i te tapakau kia kore tō kāka‘u e repo. sit on the tapakau-mat so your clothes won’t get dirty. [Pn. *tapakau.] tāpaki, n. Various grasshoppers and their relatives. ‘Auraka e mataku, ‘e punua tāpaki ‘ua. don’t be afraid, it’s only a baby grasshopper; ‘E tāpaki ē te meri tāna kai. locusts and honey were his food; ‘E tāpaki tēnā, taia! That’s a grasshopper, kill it! tāpakia, (-‘ia). Graze, scrape, scratch, abrade. Nā‘au i tāpakia i taku mata. it was you that grazed my eye; Nā‘ai i tāpākiakia i te vāniti? Who scratched the varnish? tāpākiakia, (-‘ia), fq. tāpakia. Scratch. Kāre e nā mātou i tāpākiakia i te pēni. It wasn’t us who scratched the paint. tāpakiko, (-‘ia, -a). Graze, abrade, skin, peel off; make bald. Kua tāpakiko ‘aia i tōna katu. he’s made his head bald. tāpākikokiko, (-‘ia, -a), fq. tāpakiko. Skin, peel off. ‘Eia‘a ia kia tāpākikokiko-‘ia! Don’t let them be skinned!; ‘Ākara, ko te tāpākikokiko te tamariki i te pēni ‘ōu i mua nei. watch out for the children who might peel off the new paint in front here. tāpakū, (-a, -‘ia). To thump something. Kua tāpakū‘ia e Tara ‘a Ārau. Tara brought Ārau down with a crash. tāpākūkū, (-a, -‘ia), fq. tāpakū. To thump something. Ko‘ai mā te tāpākūkū maī  ra i ā roto i te ‘are? Who are those thumping around inside the house? tāpāmati. To provide or show a permit. Ka tāpāmati roa e rauka mai ei tā‘au kava papa‘ā. You have to show a permit to get a bottle of liquor. tāpana1, (-ia). Throb, pulsate, spring up, recoil, bump, bounce, etc. Kua tāpana‘ia te pākati-kiore. the rat-trap has been sprung tāpana2, n., (Bib saphania). Coney. Nō te tāpana ēnā rua-tapuae. those are coney footprints. tāpanapana, (‘ia), fq. tāpana1. Throb, pulsate, bump, bounce, etc. Kāre e meitaki roa i te tāpanapana. it’s not good to bump it too much; tē panapana maī  ra ‘a ia i te pōro. he’s bouncing the ball. tāpa‘o, (-a, -‘ia). 1 Put a special distin-guishing mark on, reserve or bespeak something; pledge (a girl as bride), become engaged to; decorate sbdy (with medal or badge of rank). Tāpa‘oa tā‘au au ‘apinga kia kitea ngō‘ie ‘ua‘ia mē ‘ākara. mark your things so you can find them easily when you want them; kua tāpa‘o au i tēia rūmu nōna. I’ve reserved him this room; kua oti iāia i te tāpa‘o i tēia pātikara, kia ‘oki mai ‘aia ē ‘akapeke ei i te moni toe. he has reserved this bicycle until he can come back and pay off the rest of the money; kua tāpa‘o rātou i taua tamā‘ine tapairū ra ‘ei va‘ine nā taua tamaiti purotū ra. they reserved the lovely girl as a wife for the handsome boy; kua ‘akatika tōna ngā metua i tōku tāpa‘o‘anga iāia ‘ei va‘ine nāku. her parents consented to her becoming engaged to me. Tāpe‘a tāpa‘o va‘ine, engagement ring (from the man’s point of view). Kua tāpa‘o te Kāvana Tiānara iāku ki te mētera. the Governor-General decorated me with a medal. 2. Special mark (of ownership), badge, decoration (medal), insignia, target, goal (aimed at or striven for). ‘E ra‘i tōna tāpa‘o nō taua tamaki‘angā ra. he received many decorations for that war; kua tāpa‘o‘ia ‘aia ki te tāpa‘o o te tiānara. he was given the insignia of a general; tē pupu‘i tāpa‘ō ra rāua. they are having target-practice; tē aruaru nei au kia taea taua tāpa‘ō ra. that’s the goal I‘m aiming for. tāpā‘oe, (-a, -‘ia). Put braces or shoulder-straps on. Kua tāpā‘oe ‘aia i te piripou o te tamaiti i tōna tui‘anga. she made the boy’s trousers with shoulder-straps on them; kua tui tāpā‘oe te tamā‘ine i tōna pona. the girl made a dress with shoulder-straps on; ‘E piripou tāpā‘oe tāna i ‘ōake mai ei. he gave a pair of trousers with braces. tāpa‘opa‘o, (-a, -‘ia), fq. tāpa‘o. 1. Put a special distinguishing mark on, reserve something. Kua tāpa‘opa‘o ‘aere ‘aia ki te rākau pātia i te au merēni tei ‘ua mua. He marked the melons that fruited first with pegs; kua oti iāku i te tāpa‘opa‘o i tō tātou no‘o‘anga nō te teata. I’ve booked our seats for the cinema; kua tāpa‘opa‘oa tēia au ‘apinga tunu kai, tērā te toe i kō. all these cooking utensils are reserved, the rest are over there. 2. Decoration (medal). Ko te aronga tāpa‘opa‘o mama‘ata tei tuku‘ia ki mua roa. those with the highest decorations were put right in front. tāpaoti, (-‘ia, -a). Use a tin, put something in a can. Kua tāpaoti ‘aia i te vai i tōna pī pī ‘anga i te tiare. he used a tin to hold the water in when he watered the flowers; kua tāpaoti‘ia te rango i tōna ‘oko‘anga. he sold the honey in tins. tāpapa, (-‘ia). Wait or stay for something or sbdy. Ka tāpapa tāua iāia. let’s wait for him; e tāpapa mārie atu rāi. keep on waiting patiently; ‘ī  rua mata‘iti i tōna tāpapa‘anga i te tuatua nō tāna tamaiti. two years he has waited for news of his son; kua tāpapa‘ia te keiā, ē i te toru o te pō, kua mou. three nights they waited for the thief, and they caught him on the third night. Tāpapa pōiri, to lie in wait, ambush. tāpāpākita‘i, (-a, -‘ia). Make one-sided, lopsided, etc. ‘Ei a‘a e tāpāpākita‘i i te ‘akatomo i te poti, ka ta‘uri! Don’t load the boat too much on one side, it will capsize! tāpāpaku, (-a, -‘ia). Make something shallow. E tāpāpaku ‘ua kōtou i te va‘arua. Just make the hole shallow. tāpapapapa, (-‘ia), fq. tāpapa. Wait or stay for something or sbdy. Kua ro‘iro‘i mātou i te tāpapapapa ia rātou. we’ve got fed up with waiting for them; mei na‘ea mai tōku tāpapapapa‘anga iā koe. I’ve been waiting for you for I don’t know how long; koia te a‘a ka tāpapapapa‘ia ai? Who is he (anyway) that people should have to wait for him? tāpara1, (-‘ia). Ripen something. Kua tāpara‘ia te au kā‘ui meika ki raro i te va‘arua. the bunches of bananas were put down in pits to ripen off. tāpara2, (-‘ia). Erase, rub out, wipe off. Tāpara‘ia atu, kua tārevakē! Rub it out, it’s wrong! tāpara‘a, tāpara‘ā, (-‘ia). Flatten something. down, level something out. ‘Ea‘a i tāpara‘a‘ia ai tēia vā‘angā-punu ‘are? why have the corrugations been flattened out of this piece of corrugated iron? tāpāra‘ara‘a, (-‘ia), fq. tāpara‘a. Flatten something down, level something out. Tano rāi kia tāpāra‘ara‘a‘ia atu. it’s good that it’s been flattened  out. tāparangi, (-‘ia). Smudge, smear or blur something. ‘Auraka koe e tāparangi ‘aere i te pēni nā runga i te ta‘ua. don’t get smears of paint over the floor; kua tāparangi‘ia te ngaika nā runga i te patu o te ‘are. white-wash was streaked across the wall of the house. tāparāka, (-‘ia). Use a pulley, hoist by pulley. Kua tāparāka rātou i te tumu rākau i tō rātou ‘akairi‘anga ki runga i te torōka. they used a pulley to hoist the treetrunk up onto the lorry. tāparapara, (-‘ia). Stain, soil, sully. Nā‘ai i tāparapara i taku puka? Who stained my book?; ‘Ei a‘a e tāparapara i tō pona ‘ōu. Don’t stain your new shirt. tāparapararā, (-‘ia), fq. tāpararā. Rattle something. Kua tāparapararā te tamaiti i te moni i roto i tōna pūtē. the boy rattled the money in his pocket. tāpararā, (-‘ia). Rattle something. Kua tāpararā‘ia te tini e te tamaitī  i tōna ‘aere‘anga ki te tiki vai. the boy rattled the tin when he went to get water. tāpararauare, (-‘ia, -a). Spread (news). Nā kōtou e tāpararauare atu i te tuatua. You will spread the word around. tāpare, (-‘ia, -‘ia). Put hat (etc.) on sbdy, bail on wicket. Kua tāpare au iāia ki te pare va‘ine. I put a woman’s hat on his head. tāparepare, (-a, -‘ia), fq. tāpare. Put hat (etc.) on sbdy. ‘E a‘a rātou i tāparepare ‘aere ei? Why are they wearing hats? Nāku i tāparepare i a rātou. I made them wear hats. tāpāreu, (-a, -‘ia). Wrap (e.g. dancing skirt) around the waist, put on a nappy. kua tāpāreu‘ia te pēpe. the baby’s nappy was put on."
tapariri,", v.i. Wriggle, squirm. Kāre e rauka iāia i te tapariri, nō te mea, ‘ē toru aronga māro‘iro‘i i te tāpū iāia. he couldn’t wriggle free because three strong fellows were holding him; kua motu te taura o te ‘oro‘enua i te tapariri‘anga te ‘oro‘enua. the rope broke when the horse kicked and bucked; e ‘opu kōrua iāia mē tapariri mai nā kōnei. you two grab him if he tries to slip past here. tāparu, (-a, -‘ia). 1. Make something lax, limp, flabby, yielding, flat (as tyre or football), slack (as rope). Nā Poto i tāparu i te pātikara ō‘ou. it was Poto that got your bicycle tyres flat. 2. Break soil up fine. Kua tāparu māua i tāna ngā‘i tanu‘anga tōmāti. we broke the soil up fine in the patch where he means to plant tomatoes. 3. Coax, cajole, flatter, persuade, wheedle, mollify or get round sbdy. Kua tāparu te tamaiti i tōna māmā kia ‘akatika iāia ki te teata. the boy coaxed his mother to let him go to the pictures; kua tāparua te ‘akavā e te tamaiti kia kore e ‘apai iāia ki te ture. the boy tried to wheedle the policemen into not taking him to court; ‘Akaoti i tā‘au tāparuparu iāku. stop flattering  me. tāparukā, (-‘ia). Allow to grow limp, enfeeble. ‘Ei a‘a koe e tāparukā vave mai i te taura. Don’t slacken the rope too soon. tāparuparu, (-a, ‘ia), fq. tāparu. 1. Make something lax, limp, flabby, yielding. Kua tāparuparu ‘aia i te pate. he softened up the putty. 2. Break soil up fine. Kua ma‘ore te pākiri i tōku mangamangā-rima i tōku tāparuparu‘anga i te one nō te mārōki‘aki‘a. I took the skin off my fingers breaking up the clods of earth, they were so hard. 3. Coax, persuade, mollify. Kua tāparuparu ‘aia i te tangata kia tā‘okota‘i rātou i te rave‘anga i te ‘anga‘anga. he talked the people into working together on the job; Kua ngaro tōna riri i tōku tāparuparu‘anga iāia. he recovered his temper as I soothed him down; ‘akaoti i tā‘au tāparuparu iāku. stop softening me up. 4. n. A pad, padding. Kua ‘oko tāparuparu mai au nō te ‘oro‘enua. I bought a collar pad for the horse. tāpata1, (-‘ia). Cause drops of sweat to form. kua tāpata rātou i tōna ‘ou i tōna tū‘anga i te piua. they tried to sweat it out of him when he went down with a fever. tāpata2, (-‘ia). Butter something. Kua tāpata ‘aia i tāna varāoa. he buttered his bread; mē oti tā‘au vā‘angā-taro i te tāpata, when you’ve buttered your piece of taro. Varāoa tāpata, bread-and-butter."
tapata‘i,", v.i. One-sided, lopsided. Kua tapata‘i te koi o te to‘i i tō‘ou tārea‘anga. the blade of the chisel has become lopsided by your grinding. [tapa, ta‘i.]"
tapatapa,", (-‘ia), fq. tapa1. Bestow a name on, recite poetry, genealogy, invoke the gods by name. Kua ‘akama‘ara ‘aia i tōna ngā metua i tōna tapatapa‘anga i te ingoa o tāna ngā mā‘anga. He commemorated his parents when he named his twin children; ‘Ea‘a tā‘au e tapatapa ‘uā ra? What’s that you‘re reciting?; tapatapā‘ia ki tō kōtou atua, pēnei ka tauturu mai. call on your god, perhaps he will help."
tapatapa,", pl., fq. tapa3. Edge, brink, rim. Tē takoto ‘uā ra te au vaka i te tapatapā-tai. The canoes were lying around at the water’s edge."
tapatapa‘anga,", pl. tapa‘anga. Flat pieces. Ko‘ia te tapatapa‘anga rākau. pick up the flat pieces of wood; ‘E au tapatapa‘anga ‘āuri tēia, mē ‘eia‘a? these flat pieces of iron, what are they for?"
tapatapa‘i,", (-‘a, -‘ia), fq. tapa‘i. 1. Chop down vertically on something (e.g. cutting bark off a stake). Kā mate te rākau mē tapatapa‘i koe i te pākiri. the tree will die if you chop the bark off; tapatapa‘ia te i‘i, kia ūkī  au ei ma‘ani kanakā. cut the pods off the chestnuts so I can grate them up for kanakā bread. 2. Split or cleave lengthwise. taria mai te va‘ie mē kua oti i te tapatapa‘i. bring in the kindling if it’s been chopped up. tāpātaratara, (-‘ia). Serrate, notch. E tāpātaratara koe i te moenga. Serrate the edges of the mat. tāpateka, (-‘ia). Make something smooth and slippery, smooth something over, smooth something down (e.g. with sandpaper). E tāpateka meitaki kōrua i te ta‘ua o te ‘are mē patu kōrua. smooth the concrete over nicely when you lay the floor of the house; kua tāpateka ‘aia i te poupou ki te ‘inu kia kore te tamariki e tae i te kake ki runga. he smoothed grease over the pole so the children wouldn’t be able to climb it. Pēpa tāpateka rākau. sandpaper, glasspaper. Kua tāpateka‘ia te vaevae o te kaingākai ki te pēpa tāpateka rākau. the legs of the table were smoothed over with sandpaper. tāpātekateka, (-‘ia), fq. tāpateka. Make something smooth and slippery, smooth something over. ‘Ei a‘a e tāpātekateka i ā va‘o i kona. Don’t make outside there slippery; E tāpā-tekateka meitaki mai kōrua i tēnā ngā‘i. Make that area smooth and slippery. tāpatere, (-a, -‘ia). Cause to slide or slip. E tāpeka tāpatere ‘ua koe. Just tie a slip-knot. tāpāteretere, fq. tāpatere. Cause to slide or slip. Kua tāpāteretere‘ia te mataara e te tamariki. The children have made the road slippery. Tāpati, (Bib. Sabati). 1. Sunday. Ā tēia Tāpati ki mua, next Sunday, or next week. Tāpati ‘ōro‘a, communion Sunday (a Sunday when communion service is held). ‘Āpi‘i Tāpati, Sunday School. 2. Saturday (Seventh-day Adventists only). 3. Week. Ka ‘a‘aki te ‘ānani ā tēia Tāpati ki mua. the oranges will be picked next week. [Eng. Sabbath.] tāpatī , (-a, -‘ia). Splash, splatter or spray something. ‘E a‘a koe i tāpatī  ei i te ‘inika ki runga i tāna puka? Why did you splatter ink on his book?"
