Word/Phrase,Description & Definition
-pora,", rt. (See tāpora, rough coconut-leaf basket.) [Pn. *pola.]"
pore,", n. 1. Pole. Te pore i raro, the South Pole. te pore i runga, the North Pole. 2. Ngā pore e ‘ā o tēianei ao, (or o te ‘enua), the four corners (or quarters) of the world (or of the earth). Kua ‘aere mai te tangata mei ngā pore e ‘ā o te ‘enua. people came from the four corners of the earth. [Eng. pole.] pōrēni, (-‘ia). (Tie a) bowline knot. ‘E pōrēni te ingoa i tēia tāpeka. this knot is called a bowline; kua pōrēni ‘aia i te taura i tōna tāpeka‘anga. he used a bowline knot to tie the rope. [Eng. bowline.] pōre‘o, n. Cowrie (Cypraea spp.) and similar shells (including Ovula ovum); sometimes loosely used for other types of decorative shells. Tēia te pōre‘o mānea ē te kānapanapa. this is a lovely shiny cowrie shell; nāku i tui i tēnā ‘ei pōre‘o. I strung that shell necklace together. [Ta. *poo-re(f,s)o.]"
poretiko,", n., (Bib.). 1. Arch (of porch), portico. E to reira au poretiko ra, tei te pae ki te paepae ki vao ia. and its arches faced the outer courtyard (Ezek. 40.34). 2. Turret, spire, battlement, pinnacle. E kua tuku atura iaia ki rungao i te poretiko o te iero, and put him right up on the pinnacle of the temple (Luke 4.9). (cf. porotito.) [Lat. porticus.]"
pori,", (-‘ia). 1. (Bib.). Fat, plump. Kua kai iora oki ratou, e merengo atura, e poria atura. and they ate, and grew full and satisfied, and got fat (Neh. 9.25); e maata oki te poria o tona ra kopapa i to te tamariki ra. and his flesh shall be plumper that that of children (Job 33.25). ‘Are pori, (obsol.), a kind of residential beauty school where, in former times, well-born girls were given special diet, massage, blanching, etc. (See poripori, ‘akapori.) [Pn. *poli.] pōriki, n. Negro, negroid. ‘E pōriki Marike, an American negro. [Eng. Portuguese.]"
poripori,", v.i., n. Plump and well-rounded (person, or state, e.g. pregnancy). [pori RR.]"
poro,"1, n. 1. Heel (of foot poro vaevae, or shoe poro tāmaka), knee-cap (poro vaevae), elbow (poro rima). Kua motu tōna vaevae i te anga mōina. he cut his foot on some broken glass; kua pou te poro i tōku tāmaka. the heels on my shoes are worn out; tāmaka poro teitei, high-heeled shoes. 2. Heel (of axe- or adze-head, as opposed to rapa the blade). te poro o te toki, the heel of the axe. 3. Head (of hammer). Kua pā‘ī‘ī te poro o te ‘āmara. the head of the hammer has been bashed about. 4. Ball-shaped head of nail or screw. Kua ‘oko naero poro mai ‘aia ‘ei pātia i tāna tōpī. he bought a round-headed nail to put through his top. (See tāporo1.)"
-poro,"2, rt. *Berry. (See poroporo, poro‘iti, ‘ōporo.) [Pn. *polo.]"
poro,"3, see porotaka(taka), revolve; poro-tātā, wheel."
-poro,"4, see tāporoporo1, hold in reserve."
-poro,"5, see tāporoporo2, exhort. (? cf. poro(a)ki, pōrokiroki.) pōro1, n. 1. Ball. Tu‘ea mai te pōro ki konei. kick the ball over here; tē pāmu pōro nei māua. we‘re pumping the ball up. Pōro tu‘e, a football. 2. Ball-bearing. Kua nga‘anga‘ā te pōro i roto i te ni‘o o te pātikara. the ball-bearings, are broken inside the bike’s cogwheel. Pōro pēni, ballpoint pen. 3. Bulb (of lamp). Kua motu te pōro mōrī. the light bulb is broken. (See nonipōro, tu‘epōro.) [Eng. ball.] pōro2, n. Ball (dance). ‘E pōro tē ka ravea i tēia pō. there is going to be a ball held tonight. [Eng. ball.] pōro3, v.i. Go solo (at euchre). Kā pōro au. I‘m playing (this hand) solo. [Eng. solo.]"
poroaki,", see poroki."
poro‘iti,", n. Plants (Solanum spp.) bearing red (poro‘iti muramura) or yellow (poro-‘iti rengarenga) berries which scent when peeled and used as garlands. Kua vere ‘a Ngā i te poro‘iti ‘ei ma‘ani ‘ei. Ngā peeled the poro‘iti berries to make a garland. [poro2, -‘iti7.]"
poroitito,"1, n. (See porotito, verandah.)"
poroitito,"2, n. (See perepotītio, preposi-tion.) porokarāmu, n. Programme. Tē poro-karāmu nō te ‘akaāriari‘anga pēpe, the programme for the baby show. [Eng. pro-gramme.]"
poroki,", poroaki, (-a, -‘ia). To issue final injunctions (esp. before parting or death), enjoin, summon urgently. Nō te mea kua pakari ‘aia, kua poroki ‘aia i tāna tamaiti kia ‘aere mai kia ‘ārāvei iāia. because he was old, he enjoined his son to come to see him; kua poroki‘ia ngā metua e te taote kia ‘aere mai kia ‘ārāvei i tā raua tamaiti maki. the doctor summoned the parents to their sick child’s bedside. (See pōrokiroki.) pōrokiroki, (-a, -‘ia), fq. poroki. Enjoin. Kua pōrokiroki te metua ki tāna ‘ānau kia no‘o meitaki ‘ua rātou i te ngutu‘are ē ‘oki ‘ua mai ‘aia mei Nūtirēni mai. the father enjoined his children to stay home and be good till he returned home from New Zealand. Tuatua pōrokiroki, last words, parting injunctions. Ko tāna tuatua pōrokiroki tēia ki tāna tamaiti. these were his last words to his son. [poroki Rr.]"
poroporo,", n. 1. A small shrub (Solanum americanum) with small white flowers and clusters of small black berries. Tē kakī nei au i tā‘au poroporo, nō te kavakava rā, nō reira kāre au e kai. I would love to try your poroporo berries, but they’d be too sharp for me; ‘Ētia tēnā tumu poroporo, kā mate te tiare iāia. pull out that poroporo plant, it will kill the (adjacent) flower. 2. Same as poro‘iti (Solanum spp.). [poro2 RR.]"
porotaka,", (-‘ia). 1. Roll, revolve. 2. n. A toy windmill (Ait. dial., cf. Rar. pera). (See pōtaka, porotaka(taka).) [poro-3, taka1.]"
porotakataka,", (-‘ia), fq. porotaka. Roll, revolve. (See pōtakataka.) [porotaka Rr.] porotātā, n., (Bib.). Wheel, pulley. E to ratou porotata ra, mei te puaioio ia. and their wheels, they are like a whirlwind (Is. 5.28); e kare te porotata i ngaa i te ariki. and the (water) wheel at the cistern is not broken (Eccl. 12.6). Porotātā pa‘ī, ship’s block and tackle. [poro-3, -tata, ? cf. taka1.]"
Porotitani,", Porotetani, n. Protestant. Nō te Porotitani tēia ‘are pure. This is the Protestant church; ko te ‘orometua tērā o te ‘ākono‘anga Porotitani. that is the Protestant minister. [Eng. Protestant.]"
porotito,", poroitito, v.t., n. (Erect) veran-dah. E ‘o‘ora i te moenga ma‘ata ki roto i te ‘are, kāreka te mea meangiti, ‘ei runga te reira i te poroitito. spread the large mat in the house and the small one on the verandah; kua tano tōna poroitito‘anga i te ‘are, kāre te ua e ‘a‘au mai. It was a good idea his putting a verandah on the house, the rain won’t get in. [? Eng. portico, or Lat., prob. via Tah., cf. poretiko.] pōrutu, (-a). Beat down heavily upon (esp. slapping water with the arms, or beating with wings). ‘Auraka e pōrutu i te tai, kā ‘oro te ika. don’t beat the water, the fish will run away; pōrutua te tai kia mataku te mangō. beat the water to scare the shark off; ko te pōrutu ‘ua o te vai rere tē ka ‘akarongo‘ia. the noise of falling water was all that would be heard. [pō-2, rutu.] [Ce. *poo-rutu.] pōruturutu, (-a), fq. pōrutu. Beat. Kua pōruturutu rātou i te tai ma te āvaava. they beat the water and shouted; kua tā rāua ma te pōruturutu i te pē‘au. the two of them fought, beating their wings. [pōrutu Rr.] pōtaka, porotaka, 1. (-‘ia). Roll, spin, twirl. Tē pōtaka nei au i tēia taramu ki raro i te pū kuru. I‘m rolling this drum under the breadfruit tree; kua arumaki te puakāoa i te paoti i tōku pōtaka‘anga nā runga i te matie. the dog chased the tin when I rolled it along on the grass; kua ‘uri ‘aia i te uira o te pātikara ki runga ē kua pōtaka. he turned the bike upside down and spun the wheel round; kua pōtaka ‘aia i te pēni. he twirled the pencil. 2. n. Spinning top, teetotum (Ait. dial.). 3. Hoop made from coconut leaflet. [pō-2 or poro-3, taka1.] pōtakataka, porotakataka, (-‘ia), fq. pōtaka. Roll. ‘Auraka e pōtakataka i te moni, kā ngaro. don’t keep rolling the coins along, you‘ll lose them. [pō-2 or poro-3, taka1 RR.] pōtera, n. 1. Pot, vessel (of clay, earthenware, china), pitcher, vase. Tei roto tāna kava i te pōtera. his home-brew was kept in a clay pot; kua ‘apai pōtera mai ‘aia ‘ei tāmiti i tāna puaka. he brought a clay pot to salt his pork in. 2. Lavatory bowl. Kua ‘akaue te pū‘āpi‘i kia tāmā‘ia te pōtera o te au ‘are repo i te au pōpongi kātoatoa. The teacher gave instructions that the lavatory bowls were to be cleaned every morning. 3. (Concrete) drainage pipe. Kua ‘akaātea‘ia te tītā i raro i te ‘ana kia kore te pōtera e piritia‘ia mē ta‘e te vai. the debris under the bridge was cleared away to prevent the pipes getting blocked when the water flowed through. 4. Potter. E akaariteia ainei te potera ki te karaea? Is the potter to be equated with the clay? (Is. 29.16); te āriki karakaraea i angaia e te rima o te potera, clay vessels, fashioned by the hands of the potter (Lam. 4.2). [? Eng. potter(y).]"
poti,"1, n. Small boat (not outrigger canoe). ‘Oea te poti kia tere. row the boat quickly; ‘E kie poti tā māua e tui nei. we are making a sail for the boat; tukuia iora te boti ki raro i te tai. then the skiff was lowered in the sea (Acts 27.30). Poti matīni, motor boat. Poti ‘oe, rowing boat. Poti tākie, sailing-boat, yacht. Poti tautai, fishing boat. 2. Shuttle, bobbin. ‘Akakī‘ia te poti ‘āuri tui. load the bobbin of the sewing machine (with thread). [Eng. boat.]"
-poti,"2, *completely, absolutely. In tā‘iripoti, sweep out of existence, annihi-late."
-poti,"3, see pōpoti, potipoti. pōtiki, n. Little child (affectionate). ‘Auē te tangi i te pōtiki a tērā va‘ine, kua pākikokiko te turi. oh that woman’s poor dear little child, he’s grazed his knees. [Ce. *pootiki.]"
potipoti,", n. Sandflies, springtails, small beetles. [-poti3 RR.] pōtito, n. Women’s topknot of hair."
poto,", v.i. Short, shortness, shortly. 1. (Of length). Kāre e meitaki tēia rākau, ‘e poto. this piece of wood is no good, it’s short; kua poto mai te rima i tōku pona. my shirt sleeves have got shorter; ‘E a‘a te poto o te rākau tā‘au ka ‘inangaro? how short a piece of wood do you want?; nō te poto i te taura, nō reira kua pa‘u ‘aia i tēta‘i potonga kē ki runga. because the rope was too short he joined another bit to it; tei runga te rima poto i te ono. the hour hand is on six; ‘E tangata poto ‘a Tuna. Tuna is a short man; ‘E tāpa‘e‘anga poto tei mua. there is a sharp turn ahead. 2. (Of time). Kua poto te tuātau i tēianei. time is short now; e tiaki poto koe. wait a bit; kā no‘o poto au ki konei. I‘ll stay here a while; i mua poto ‘ua ake i te tuaero. very shortly before twelve. 3. (Of breath). Kua poto te a‘o o te puakāoa i te arumaki i te puaka. the dog is out of breath with chasing the pig. (See poto-poto, (poto)potonga, potongio, kōpoto-poto, tāpoto(poto), tā(poto)potonga, tāpotongio, tīpoto(poto).) [Pn. *poto1.] potonga. 1. nom. Piece, part, portion, section, lump. Tērā mai tā‘au potonga puaka. there is your piece of pork; kua ‘apai potonga varāoa ‘aia ki te ‘āpi‘i. he took a hunk of bread to school; tē ‘ōronga atu nei au i tēia potonga ‘enua nō‘ou. I‘m giving you this piece of land. Potonga rākau, piece of wood, log. Potonga tuatua, section of a document, clause. Ka tuatua atu au i tēia potonga tuatua kiā koe. I‘ll read this clause to you. 2. v.i. Cut into (usu. two) parts, section-ed, portioned. I te kore‘anga te ngaru, kua kite rātou ē kua potonga te motu i rotopū. when the waves subsided, they found that the island had been cut in two; i te potonga‘anga te ika i rotopū, kua ‘ōake ‘aia i te ‘iku nā tōna taeake. when the fish was cut in half, he gave the tail piece to his friend. [poto, -nga2.]"
potongio,", v.i. Very short. Mē potongio tēnā taura iā koe i te tīpūpū, kā ‘oko mai koe i tēta‘i mea ‘ōu. if you make that rope so short by cutting bits off it, you must buy a new one; ‘E tangata potongio tērā, mē ko ‘ai rā. that’s a very short person, I wonder who it can be. [poto, -ngio.]"
potopoto,", v.i., fq. poto. Short. E tīpūpū koe i te maikuku i tō‘ou rima kia potopoto. cut your fingernails short; kāre e tano tēnā au rākau ‘ei ka‘o nō te potopoto roa. those pieces of wood are too short to be suitable for rafters; kua pākoti potopoto ‘a Reka i tōku rauru. Reka cut my hair short; kua potopoto tōna a‘o i te kake‘anga ki runga i te maunga. he ran out of breath climbing the mountain. A‘o potopoto, shortness of breath, asthma. ‘E a‘o potopoto tōna maki. he’s got asthma. [poto RR.]"
potopotonga,", v.i., nom., fq. potonga. (Divided into) several pieces, section. Kua ‘oki mai ‘a Māui, kua kite ‘aia ē kua potopotonga te ika i te tīpūpū‘ia e tōna ngā tuakana. when Māui returned, he found that his elder brothers had chopped the fish into pieces; kua pāpā ‘aia i te tamaiti i te potopotonga‘anga tāna tākiri. he strapped the boy for cutting his fishing rod into pieces; tē tari potopotongā nū nei māua nō tāna umu ngaika. we are carting coconut logs for his limekiln. [poto RR, 
-nga2.] pōturi, v.i., (Bib.). Deafened (by ringing in the ears). Ka apai mai au i te kino ki runga i teianei ngai, e poturi nga taringa o te aronga katoa e akarongo ra. I will bring such evil upon this place as shall make the ears ring of everyone that hears of it (Jer. 19.3). [? pō1, turi1.]"
pou,"1, pau, v.i. All (exhausting the total number or amount), all gone, used up, worn out, exhausted, spent, eliminated, destroyed, done for. Kua pou mai te tamariki ki te ‘āpi‘i i tēia rā. all the children have come to school today; kua pou roa te ‘ānani i te matemate. all the orange trees have died; e tari koe i te kūtini kia pou ki va‘o i te rā. take all the cushions out into the sun; ‘E tangata tei pou iāia te kite nō te ika. he knows all there is to know about fishes; kā pou te vai i roto i te tāngika mē kāre e ua. the water in the tank will all be gone if it doesn’t rain; ‘akatakataka‘ia te au taramu pou ki kō. roll the empty drums over to there; kua pou tōku a‘o. I was out of breath; kua pou te moni iā koe i te kaimoumou. you have squandered the money; i te pou‘anga tāna moni, when he ran out of money; kua pou te pātiri. the battery is exhausted; mē pou te poro i tō‘ou tāmaka, e ‘apai mai koe kia ‘aka‘ōu‘ia. when the heels are worn out, bring them here to be renewed; kua pou tōku manako, kā no‘o au ki raro. I’ve said all I have to, I‘ll sit down now; kua pou tōku māro‘iro‘i. I’ve no strength left; e katangia e koe te pou e te onge. you shall sneer at destruction and famine (Job 5.22); kua pou iāia te rua ‘epetoma i te ‘akanukanuka‘anga i te mataara. he spent two weeks putting steps in the path; kia pou te rima mata‘iti, when the fifth year had passed; mē pou tēia marama, when this month is out; kā pou ia tātou ‘ē ta‘i ora ē tae ei ki reira. it‘ll take us an hour to get there. (See ‘akapou, tāpou1, pouroa.) [Pn. *pau.]"
pou,"2, (-a), v.i. Dive (through the air). Kua pou ‘aia ki raro i te vai ē kua kau ki tēta‘i tua. he dived into the water and swam across to the other side; poua ki raro i te vaevae. dive for the legs (when tackling at rugby). (See tātāpou1, tūpou(pou), ‘akatūpou(pou).)"
pou,"3, n. Post, pole, pillar. Tē pari pou ‘āua nei māua. we‘re cutting fence posts; ka ‘aere au kā pari ‘aka‘ou mai i tēta‘i pou, e tanu koe i tēnā. I‘ll go and chop down another post, you can put that one in the ground. Pou reva, flagpole, flagstick; kua ‘ati te pou reva. the flag-stick is broken. Pou tā‘ū‘ū, pou metua, ridgepole post, the main post supporting each end of the ridgepole of a house. Pou turuturu, corner and side posts, supporting the rape (wall plate). (See poupou, tāpou(pou)3.) [Pn. *pou.]"
-pou,"4, see piripou, trousers; tāpiripou."
pouati,", n. A forward. Kua ‘ati tēta‘i o te pouati. one of the forwards has been injured. [Eng. forward.] pō‘ue, n. Some littoral and other creepers (Ipomoea, Merremia, Canavalia, Vigna spp.). ‘E rau pō‘ue te vairākau i kore ei te mamae i tōku turi. it was (a poultice of) pō‘ue leaves that cured the pain in my knee. [Ce. *poo-fue.]"
pounamu,", n. (See pōnamu, greenstone.)"
pouou,", n., (Bib.). Crowd, throng. Akara atura aia i te pouou tangata maata. he saw a great crowd of people (Matt. 14.14)."
poupou,", n., fq. pou3. Posts, poles. ‘E au poupou mingimingi tēnā, kāre e meitaki. those posts are crooked, they are no good; tē kekekeke poupou nei māua nō te ‘āua moa. we are sawing some posts for the chicken run. [pou3 RR.]"
pouroa,", pou1 + roa2, often written as one word when used as a modifying phrase. All. Te au tangata pouroa, all the people; taria pouroa‘ia. Cart them all away; ka ‘anga‘anga pouroa kōtou i tēia rā. you will all work today; kā inu pouroa kōtou i te kava? Are you all going to drink beer? (or) are you going to drink all the beer?; e rave pouroa mai i te miti. bring all the salt. pōuto, 1. n. Float attached to fishing net. Taria mai te au pōuto kia tāpeka‘ia ki runga i te kupenga. bring the floats to be tied onto the net. 2. Buoy, secured piece of floating timber for mooring boats. E kave koe i te poti ki runga i tērā pōuto tāpekāi. take the boat to that buoy and tie it on. 3. pōuto māroro, n., v.i. (Use) floats, with line and hook attached, to catch flying fish. Tē ma‘ani pōuto māroro nei au. I‘m making flying fish floats; ‘Ē varu nga‘uru āku māroro i tēia pōuto‘anga māroro ōku i topa ake nei. I got eighty flying fish the last time I went fishing for them with floats; ka ‘aere māua ka pōuto māroro. we are going float fishing for flying fish. [Np. *po(o)(i,u)to.] pō‘utukava, n. A tree (Scaevola servicea) (Rar.), (Sophora tomentosa) (N.G.Pt). Kekea tēnā potopotonga pō‘utukava ‘ei uto nō te kupenga. saw up those logs of pō‘utukava to make floats for the net; tē ‘aki‘aki ‘ua pō‘utukava nei māua. we‘re picking pō‘utukava berries. [Ck. *poo-futu-kawa.]"
pu-,", pū-, pref. Semantically related, in many instances, to pū1, clump, cluster, stem from, etc. and -pū3 erupt, boil. (See pū‘ā, puangi, puāngiangi, puā‘io‘io, pū‘ākato, pu‘aki, pū‘aki‘aki, pū‘ao, pu‘apinga, pū‘āpi‘i, puengunu, puena, pūenaena, pu‘era, pū‘era‘era, pū‘erākā, pū‘ere‘ere, pue‘u, pūe‘ue‘u, pū‘iki, pū‘ītiki, pūkā(kā), pūkaitaringa, pūkakā, pūko‘u1,2, pūma‘ana, pūmanava, pūma‘u-(ma‘u), pūono, pūra‘o, purara, pureku, pūrērua, pūtaka‘iti, pūtiki, pūtō(tō), pūtoto.) pū1, 1. (a) Tree (pūrākau), bush, clump, main or original stem (as distinguished from offshoots, suckers, etc.). ‘Auraka e kake i tēnā pū rākau. don’t climb that tree. Pū kuru, breadfruit tree. Pū nū, coconut palm. Pū raoti, rosebush. Pū ngāngā‘ere, clump of weeds, tussock of long grass. e ‘uti‘uti i tēnā au pū ngāngā‘ere nō te ‘akaapiapi i te ngā‘i kanga‘anga. pull those clumps of weeds up, they are obstructing the playground; e kiriti meitaki i te pū o te taro kia kore te ‘uri e pā‘ī‘ī. dig the main taro out care-fully so as not to bruise the side-shoots (for propagating). (b) Stem (of goblet), handle (of tool). Pū karāti ‘a‘ao uaina, stem of a wineglass. Pū mātipi, knife handle. Te pū o te ‘āmara, the handle of the hammer. ‘E pē pū paipa, a spade with a handle made from a pipe. Pū reta, razor (not the blade). ‘E reta ‘ōu tā‘au e tāmou ki runga i te pū. you need to put a new blade in the razor. Pū viri, brace (cf. matā viri, bit). (c) Pū aua‘i, chimney, funnel. Te pū aua‘i o te ‘are kūki, the cookhouse chimney; ‘Ē toru pū aua‘i o taua pa‘ī ra. she is a ship with three funnels. (d) Pū tīvaevae, complete section of patchwork quilt. Kia oti te tīvaevae i te ‘akapū, kua tuku‘ia takita‘i pū ki te va‘ine kia tui. when the template for the patchwork quilt was complete, the women were given a whole section each to make. (e) Head (of octopus, not the tentacles). Nāku te pū o te ‘eke, nā‘au te kākave. I‘ll have the head of the octopus, you shall have the tentacles. (f) Cistern of gathering-tank at head of piped water-system. Kua ‘ati te pū o te paipa nō te pakari i te koko o te vai. the intake-tank broke off, because the current was so strong. (g) Source, origin. Tē pū vai, the source of the stream. (h) Grounds or solid basis (for an opinion or statement). Kāre ‘e pū i tāna tuatua. there is nothing in what he says. (i) Master, head (of organisation), owner, employer, leader, boss, husband (women’s colloq.). Kua ‘āriki ‘aia i te ‘akaue‘anga a tōna pū. he obeyed his master’s order; kua ‘aere tōku pū va‘ine ki te teata. my mistress has gone to the cinema; kua tuaru tōna pū iāia. his boss sacked him; ko ‘ai te pū i te ‘aka‘aere i tēia tārekareka? who is in charge of the organisation of these sports?; te pū ‘ākarakara o te Pae Tanu, the Director of Agriculture; ko ia te pū o tēia ‘enua. he owns this land; kua tā‘okota‘i mai te au tangata ki te ngutu‘are o te pū tere. the people met at the home of the leader of the expedition. Pū‘āpi‘i, teacher. Pū‘āpi‘i ma‘ata, head teacher. Pū mate, chief mourner. Ka ‘akapūma-‘ana tātou i te pū mate. we must console the widow (widower, etc.). Pū ngutu-‘are, head of the household. Tērā ake tōku pū. here comes my old man; ‘e taku pū! kua kāpiki atu ‘aia. hey, dear! she called out (to her husband). 2. v.i. (a) Congregate, gather, cluster around. Kua pū mai te ika i tōku paru‘anga. the fish gathered when I laid the ground bait; ‘E pekapeka tēta‘i i kō, nō reira te ‘akavā i pū ei. there is some trouble over there, that is why the police are gathering. (b) Origin-ate from a source, spring (from an ances-tral line). Nō roto mai i taua ‘iti tangata te ngā‘i i pū mai ei tō mātou ‘uānga. It is from among that clan that our line originated; i pū mai tāna kātiri puaka mei roto i te kātiri a Manavaroa. his strain of pigs derive from the breed introduced by Manavaroa. 3. (Adverbial uses, see also pūtia). Completely, entirely, as a whole; all together, extensively; all at once, suddenly. Te pupu piriaro teatea pū, the team in the all-white jerseys; kua ‘anga-‘anga pū ‘ua te tangata. absolutely every-one worked; kua ‘akakite pū tika ai ‘aia i tōna manako ki te tangata. he told people everything that he had in mind; kino ‘o‘ora pū ‘ua, widespread damage; kua tāki pū ‘ua rātou i te tumu rākau. they all lifted the tree-trunk together; kua topa pū ‘ua te ‘are i te ngaue‘anga te ‘enua. the whole mass of the building collapsed when the earth shook; kā‘iro‘iro pū ‘ua, all jumbled up; pū te ‘anga‘anga i te ‘akaruke, ngaro i te ‘oro! All at once they had abandoned the work and were gone! (See pū‘anga, pūtia, pūpū1, ‘akapū(pū)1; avangapū, rōpū, rotopū, ? tīpū(pū), ūpū.) [Np. *puu.] pū2, n. 1. Various gastropod shells, esp. the Trumpet Triton (Charonia tritonis) and the large spider conch (Labis truncata). Nō roto i tēia kāoa tāku pū. my conch shell came from this coral rock. 2. Triton shell used as trumpet; horn, trumpet, bugle. Kua ‘akatangi‘ia te pū ‘ei ‘akakite ki te aronga tautai ē kā ‘oki rātou ki uta i te ‘enua. the conch was sounded to signal the fishermen to return to shore; ‘auraka e ‘akatangi vave i te pū. don’t blow the trumpet too soon (don’t count your chickens before they‘re hatched); kāpikia te tangata ‘akatangi pū, kua tae te ora kaikai. sound the bugle, it is mess time. (See pūpū2.) [Pn. *puu1.] -pū3. *Erupt. (See (‘aka-, tā-)pupū.)"
pua,"1, v.i., n. Blossom, bloom. Kua pua te vī i tēianei. the mango trees are in flower now; kua pua tiare te ‘ānani. the orange trees have come into flower; ‘auraka e kanga i te pua o te tiare. don’t spoil the blooms; ‘E raoti pua teatea tērā, ‘e mea muramura to‘u tērā. that rosebush bears white flowers, that one has dark red flowers. (See puā‘au.) [Pn. *puaa.]"
pua,"2, n. A large tree with fine-grained timber, bearing fragrant white flowers which mature to a deep yellow (Fagraea berteriana). Nā taku pāpā i tanu i tērā pū pua. my father planted that pua tree; tē mā‘ani ‘ei pua nei mātou nō te ‘ura. we are making garlands of pua flowers for the dance; ‘E marō pua, tē mata ‘uā ra. a dry (old) pua tree, but (deep inside the sap is) still green (said of an old person). [Ep. *pua.]"
ILL,",   pua (Fagrae berterianaa)"
pua,"3, v.i., n. (Play) the traditional Polynesian game of disc slinging; the disc used in the game. Ka ‘akamata te pua i te ora iva āpōpō. the disc-throwing competition will begin at nine o‘clock tomorrow; ko ia te tangata pē‘i pua i tērā ake mata‘iti. he was disc-throwing champion last year; tē ma‘ani pua akā toa nei māua nō te tārērē. we are making discs from ironwood roots for the competition; kua āoa ‘aia i tōna pua‘anga. he yelled out as he flung the disc."
pu‘a,"1, 1. n. Soap. Tēia te pu‘a ē te tauera. here is some soap and a towel; ko tēia toka, ko te pu‘a tēia o te tangata i te tuātau ta‘ito. this stone (a soft white pumice-like coral, cf. pu‘a3) was people’s soap in the old days. Pu‘a kakara, scented soap. Pu‘a pā‘ī, toilet soap. Pu‘a paura, soap powder. Pu‘a tatā kāka‘u, household soap. Pu‘a taote, carbolic soap, disinfectant or medicated soap. 2. (-‘ia). Wash sthg with soap. Kua tauturu au iāia i te pu‘a‘anga i te kāka‘u. I helped her wash the clothes. [Pn. *pusa2.]"
pu‘a,"2, n. An inflammatory disease producing painful rosy patches on the skin. ‘E pu‘a tōna maki, tei runga i tōna vaevae. she’s got pu‘a, it is on her leg. Pu‘a roto, deep-seated or internal abscesses."
pu‘a,"3, n. A soft white coral (Ait. and N.G.Pt dial., cf. Rar. punga). pū‘ā, n. A tall-stalked wild plant, leaves boiled as greens. Tē tāmā nei au i te rau o te pū‘ā ki te vai, kā tunu ei. I‘m washing the pū‘ā leaves before boiling them; ‘E pāni pū‘ā tēia kua kā‘iro‘ia ki te tōmāti ē te puakatoro. here is a pan of pū‘ā with tomatoes and meat. (cf. Mao. puu(w)haa, sow-thistle (Sonchus sp.).) puā‘au, n. Bright lemon-yellow colour. E ‘oko kāka‘u puā‘au mai koe ‘ei ‘akarava i tōku pona. buy a strip of lemon-yellow material to finish off my dress. [pua1, ‘āu3.] pū‘anga, nom. Origin, cause, grounds for saying sthg. ‘E a‘a te pū‘anga o tā‘au tuatua? What makes you say that? [pū1, 
-‘anga4.] pū‘angi, v.i. Waft (of, or on, the wind). Kā mate te mōrī mē pū‘angi mai te matangi nā roto i tēnā māramarama. the lamp will go out when a draught comes in through the window; kua pū‘angi mai te ‘aunga o te kai ē kua kakī rāua. the smell of the food wafted up and they felt hungry. Pū‘angi matangi, current of air, puff of wind. (See ‘akapū‘angi, pū‘angi‘angi.) [pu, 
-angi1.] puāngi, v.i. Feel the sensation of the stomach dropping away (as in the sudden surge of a lift; plane, swing, tossed boat). Kua puāngi ā roto iāia i te maranga‘anga te pa‘īrere ki runga. he seemed to leave his stomach behind as the plane rose. [? pu-, -angi1 Rr, but cf. ‘āngiā, (‘a)‘angi.] pū‘angi‘angi, v.i., fq. pū‘angi. Waft (of gentle or continuous flow of air). Te noo ua ra aia i roto i tetai pia puangiangi nona uaorai). he was sitting in an airy room reserved for his own use (Judg. 3.20). [pū-, -‘angi1 RR.] puāngiangi, n. 1. Bladder. Kua pupu‘i ‘aia i te puāngiangi o te puaka ki te matangi ē kua tāpeka ‘ei kanga‘anga nā te tamaiti. he blew the pig’s bladder up and tied it, to make a plaything for the boy; kua ‘oko puāngiangi pōro tu‘e mai ‘a Parau. Parau bought a rugby ball bladder. 2. Tube (of tyre). Kua nga‘ae te puāngiangi o te pātikara i te ‘aruru‘anga. the bike’s inner tube split when it burst; kāre ‘e puāngiangi i roto ake i te kiri. there was no tube inside the tyre. [? pū1, 
-angi1 RR.]"
pua‘ikao,", n. (See pū‘ēkao, a kind of shrub.) puā‘io‘io, n. Tornado, whirlwind. Kua ngotea te tai e te puā‘io‘io. the sea was sucked up by the whirlwind; kua pue‘u rikiriki te ‘are i te ū‘anga ki te puā‘io‘io. the house was smashed to pieces when the tornado struck; kua tuatua mairā Iehova kia Iobu na roto i te puaioio. then Jehovah answered Job from within the whirlwind (Job 40.6)."
