Word/Phrase,Description & Definition
kia,"3, kiā, a combination of ki (prep.) to, etc. + a2, ā2, prop.art. Kua kave ‘aia i te punu kia Tere (or kiā Tere). he took the tin to Tere; kua tuatua au kiā koe (or kōtou). I spoke to you; Kia Teremoana, To Teremoana (at the beginning of a letter). [ki, a1, q.v.]"
-kia,"4, v.suff. (See (amo)amokia, (‘ere)-‘erekia, ‘irokia, monokia, (moto)motokia, (‘opu)‘opukia, ‘ōrākia, (oro)orokia, (‘oro)‘orokia, (to)to‘akia, (tono)tonokia.) kiā, a combination of kī  (prep.) to, etc. + ā2 (prop.art.). (See kia3.)"
-ki‘a,", rt. (See mārōki‘aki‘a, bone-hard, obstinate.) kiā‘ai, an occasional spelling of kiā ‘ai to whom. (See kiā, ‘ai3; cf iā‘ai.) kiāia, a combination of kī  (prep.) to, etc. + ā2 (prop.art.) + ia1 (pron.) he, she, q.v. To him, to her, etc. Kua tuatua au kiāia. I spoke to him (or her). (cf. iāia.) kiāku, a combination of ki (prep.) to, etc. + ā2 (prop.art.) + -ku me, q.v. To me, etc. Kua tuatua ‘aia kiāku. he spoke to me. (cf. iāku.) kiāo, n. Cat (Mang. dial. = Rar. kiorengiāo)."
kiato,", n. 1. Outrigger arm(s) of a canoe, joining the float (ama) to the hull fore and aft. Kua tāpeka ‘aia i te kiato o te vaka. he lashed on the canoe’s outrigger arms. 2. A rank in Maori society: a member of an ariki, rangatira or mata‘iapo family living on their land; outsiders may sometimes be ranked as kiato. Kua ‘akamana‘ia ‘aia ‘ei kiato. he was honoured with the title of kiato. (See tākiato.) [Pn. *kiato.]"
kie,"1, n. 1. Sail. Kua ‘akakī kī  te mātarō i te au kie o te pa‘ī . the matelots slackened sail (let the sails belly out.) 2. Canvas. No‘o‘anga kie, canvas chair. 3. Tarpaulin (cf. tāpōrēni.) Kua tāpoki rāua i te pēre ki te kie. they covered the bales with a tarpaulin. (See tākie(kie); cf. -ie2.) [Pn. *kie.]"
-kie,"2, rt. (See kiekie.)"
kiekie,", n. A climber (Freycinetia wilderi) related to pandanus. The aerial roots were formerly much used for wickerwork. ‘E ‘anga kiekie tā tōku pāpā. my father has a fish trap woven from kiekie; kua tauraki ‘a Pā i te no‘o‘anga kiekie ki te rā. Pā dried a chair made of kiekie; ka ‘aere mātou ki runga i te maunga kā pā kiekie. we‘re going up on the mountain to cut kiekie. [Pn. *kie-kie.]    ILL.    kiekie (Freycinetia)"
ki‘ipiro,", n. A large, edible eel, marked with white, black and red."
kika,", 1. v.t. (-‘ia, kī kaia), v.i. Drag, draw (over the ground or surface of something), strike (a match), skid. Nā te tamariki i kika i te vaka ki roto i te tai. the children dragged the canoe into the sea; kua kika ‘ua te vaka ki uta. the canoe just grated ashore; ngā ‘oro‘enua kika ‘ārote, team of plough horses; kua kī kaia ‘aia ki roto i te ‘are. he was dragged into the house; e kika koe i te māti. will you strike the match; kua kika ‘aia i te rākau ki runga i te tuatua ‘akakite ma te tatau. he ran the stick along (the print of) the notice as he read it; kua kika ‘aia i tāna pēni, nō te mea, kua tano te nūmero. he put a tick, because the sum was correct; kua kika te uira o te pātikara i tōku tāpū‘anga. the bicycle wheel skidded as I pulled up. 2. n. Traces. Kua kave mai ‘a Mana i te kika o te ‘ārote. Mana has brought the traces for the plough. (See kikakika.) kī kaia, pass. kika, q.v. drag."
kikakika,", (-‘ia), v.i., fq. kika. Drag along. Kā repo tēnā taura, mē kikakika koe nā runga i te mataara. the ropes will get dirty if you drag them along the road; ‘auraka e kikakika i te māti, kā pou. don’t keep striking the matches, they‘ll all be used up. [kika, RR.] kī kau, 1. n. (a) coconut frond. Kua tāpoki ‘aia i te pa‘i ki te kī kau marō. he covered the taro patch with dry coconut fronds. (b) Basket plaited from coconut frond. E ‘apai mai koe i taku kī kau taro. bring me my basket of taro. (c) Sheet of thatching plaited from coconut leaf. Kua raranga mātou ‘ē toru ‘ānere kī kau ‘are. we’ve plaited three hundred thatch sheets; nōku tēia ‘are kī kau. this thatched house is mine. (d) Pointer, hand (of clock), needle (of compass). ‘Ea‘a i ‘ati ei te kī kau roa i tō ora? Why is the long hand on your clock broken?; te kī kau o te kaveinga, the needle of the compass. 2. v.i. New (of the moon). Kua kī kau te marama. the moon is new; i kite ana au i te marama kī kau i napō. I saw the new moon last night. (See tākī kau.) kikī , v.i., pl. and intens. kī 1, q.v. Full, bulging. Kāre i kikī  meitaki teia au pi‘a i te ‘ānani. these boxes of oranges haven’t been packed full; nō te kikī  i te ū o te tī nana puakatoro i kākaoa ai. the cow mooed because its udder was full. [kī 1 rR.] kī kī , v.i., fq. kī 1. Full, bulging, plumped out, plump. Kua kī kī  tōna pāpāringa. her cheek is swollen, or she is round-cheeked; kua tī pū ‘aia i te au kāpati kī kī  meitaki. he cut the cabbages which had hearted up nicely; ‘e mea tamā‘ine kī kī , a plump little girl. [kī 1 RR.]"
kikini,", v.t., var. kiniti, q.v. Nip, pinch out, kill (e.g. bird) by gripping with fingertips and twisting. Ka kikini ei (te taunga) i te mimiti (o te kukupa). the priest shall wring off the head of the dove (Lev. 1.15). [-kini2 rR.]"
kikino,", v.i., pl. kino. Bad. ‘E au taro kikino pouroa tēnā. those taro are all bad; kāre mātou e ‘inangaro i te tangata kikino kia piri mai i tō mātou pupu. we don’t want any weak players in our side. [kino rR.]"
kikite,", v.i. Cunning, knowing, artful, smart, crafty, clever at something. ‘E manu kikite tuatua te kākē. parrots are clever at talking; ‘e aronga kikite tuatua tēna. that lot are good at spinning yarns; ko Maki te tangata kikite i te ‘anga‘anga. Maki is the one who is crafty about (clever at avoid-ing) work. [kite rR.]"
kiko,", v.i. 1. Fleshy, fully developed (of tubers). Kua kiko tā mātou kūmara. our sweet potatoes are nice and big. 2. n. Flesh. ‘E ika kiko muramura te pāpati. the porpoise has red flesh; kua kai kiko puaka au. I’ve had pork to eat. kiko puakatoro, beef. 3. Meat (of coconut), kernel. Kua ‘āngai ‘aia i te puaka ki te kiko nū. he fed the pig with the meat of the (drinking-) coconuts; kua vā‘i ‘aia i te anga e kua kai i te kiko. he cracked open the shell and ate the kernel. 4. Tuber, bulb, fleshy root. E ‘akaputu koe i te kiko o te nūāenga. make a pile of the tubers of the Indian-shot plant. Kiko riri, a lily bulb. Kai kiko, root crops. 5. Bast (of paper mulberry or breadfruit tree as distinct from the outer bark (pākiri)). (See kikoni‘o, kikotupu.) [Pn. *kiko.]"
kikoni‘o,", n. Gum (of the mouth). E mamae tōku kikoni‘o. my gum is hurting. [kiko, ni‘o.]"
kikotupu,", n. Fleshy growth, wart. ‘E kiko-tupu tō‘ou i runga i tō‘ou rima. you’ve got a wart on your hand. [kiko, tupu.]"
kimi,", (-a, -‘ia). 1. Search for, seek out, look for, hunt. Kua kimi rāua i te tamaiti ngaro. they searched for the missing child; nō te kimi puaka mai mātou. we’ve been looking for a pig; ka ‘aere ‘a Tua kā kimi va‘ine nā tāna tamaiti. Tua will be going to look for a wife for his son; tē kimi‘iā ra koe e te ‘akavā. the police were looking for you. Tangata kimi puaka, a pig hunter. Kimi (i te) rāvenga, look for a way (method, plan, excuse). Kua kimi rātou i te rāvenga e tā iāia. they sought a way to kill him; nō tōna ‘inangaro-kore i te ‘aere, nō reira ‘aia i kimi rāvenga ai. he didn’t want to go, so he thought up an excuse. 2. Investigate, inquire into something, seek an answer, work something out. Kimi (i te) manako, ponder, think over. Kua tuku taime ‘aia nō māua kia kimi i tō māua manako. he gave us time to think it over; Kua kimi au i tōku manako ē ka ‘akapē‘ea au i te tuatua‘anga ki te tangata. I’ve been turning over in my mind how I shall address the people; tē kimi nei ‘aia i te nūmero. he’s working out the figure, doing the sum. 3. n. Proba-tionary church member. ‘E kimi ‘a Tā. Tā is a church probationer; kua ‘akaō‘ia te pupu kimi. the probationers have been admitted. (See kimi‘anga, kimikimi.) [Pn. *kumi.]"
kimi‘anga,", nom. 1. Business, occupation, livelihood. Kua tere ki mua te kimi‘anga. the business flourished; ‘ea‘a tā‘au kimi‘anga? what is your occupation?; kua tātuātau te ‘akavānui i tāna utunga, nō te mea kāre āna kimi‘anga. the judge gave him a period in jail because he was without means. 2. Trial, investigation. Kua ‘apaina‘ia te va‘ine ki te kimi‘anga. the woman was taken to court; ‘are kimi‘anga, courthouse. [kimi, -‘anga4.]"
kimikimi,", (-a, -‘ia), fq. kimi. Search for, turn over in the mind. I kimikimi ana mātou iā koe i napō, kāre rā koe i kitea. we were looking for you last night, but you couldn’t be found; kua oti ia mātou i te kimikimi ē ‘ea‘a te utunga. we have decided what the punishment shall be; kimikimia tō manako kia vave. hurry up and think about it. [kimi, RR.]"
kina,"1, n. Various short-spined, burrowing sea-urchins (esp. Echinometra mathaei). Kia matakite, kā puta tō‘ou vaevae i te kina. be careful, you‘ll stab your foot on the sea-urchin; kua kai kina mātou. we had kina to eat; tei ta‘atai te vaka kina. the canoe with the sea-urchins is on the beach. (cf. -kina2.) [Pn. *kina.]"
-kina,"2, rt. In ‘akakina, sharpen, q.v. (cf. kina1.]"
-kina,"3, rt. (See kākina, kōkina, (tā-)paka-kina, (tā-)pakapakakina.)"
-kina,"4, v.suff. See (‘opu)‘opukina.) kī naki, (-a, -‘ia). To complement (meat or fish) with other food (another meat, or vegetables); food used for this purpose, relish. Kua kī naki au i tāku moa ki te taro. I had taro to go with the chicken; i kī naki‘ia tāku ika ki te ‘akari takataka. I ate plain coconut with the fish; kua tunu kī naki au nā‘au. I’ve cooked you some-thing to go with it; kāre ā kōtou kī naki? haven’t you got anything to eat with it? [Np. *kiinaki.] kī namo, n., (Bib.). Cinnamon. Kua taka-kara au i taku roi ki te mura, te aloe, e te kinamo. I have perfumed my bed with myrrh, aloes, and cinnamon (Prov. 7.17). [Gk kinnamon, Heb. qinnamōn.]"
kini,"1, n. Guinea. ‘ī  toru kini te ‘oko. the price is three guineas. [Eng. guinea.]"
-kini,"2, rt. *Pinch. (See kikini, kinikini, kiniti, kinikiniti, mākini, mākinikini.) [Pn. *kini1.] kī ni, n. The target at various games: goal (at football), wicket (at cricket), net (at basketball), home base (at baseball, rounders, hide-and-seek). Kua tu‘e ‘a Mi‘i i te pōro ki roto i te kī ni. Mi‘i kicked the ball into the goal; kua puta te kī ni i te pōro. the ball hit the wicket; ka ‘aere tātou ka pāpōro kī ni. let’s have a game of cricket; koia tei tae mua ki te kī ni. he was first man home."
kinikini,", (-a, -‘ia), fq. kikini. To keep pinching or nipping between finger and thumb. [-kini2 RR.]"
kinikiniti,", (-a, -‘ia), fq. kiniti. Pinch, nip off. Kua kinikinitia ‘aia kia auē. she was pinched till she screamed; nāna i kinikiniti i te rau. he kept nipping off the leaves. [kiniti rR.]"
kiniti,", (-a, -‘ia). Pinch, pinch out, nip, take a pinch of something. Nā Mere i kiniti iā koe. Mary pinched you; kua kinitia e Kava te mata o tōna ‘ē‘ē. Kava nipped out the head of his boil; kua kiniti ‘aia i te varaoa ē kua kai. he took a pinch out of the bread and ate it."
kino,", v.i. 1. Bad (general term). 2. Hurt, damaged, out-of-order, in a bad state. Kua kino ‘a Tā i te tu‘epōro. Tā got hurt playing rugby; kua kino te ‘are i te ‘uri‘ia. the house was damaged by the hurricane; kua kino te ‘ī mene iā Tai. Tai spoiled the song; kua kino tōna katu nō te ma‘ata i te ‘anga‘anga. his brain was fuddled because of the amount of work; ‘Ā! kua kino koe! aha! you‘re in trouble now. 3. Wicked, evil, wrong, foul, nasty, cruel; ‘e tamaiti kino koe! you are a wicked boy!; e akaora ra ia matou i te kino (Luke 11.4), but deliver us from evil; kāre ‘e ‘apinga e kino. there will be nothing wrong; ‘e moto kino, a foul punch; ‘e ika kino te mangō. the shark is a nasty fish; kua tuatua kino ‘aia iāku. he spoke ill of me; kua ‘aere kino ‘ua atu ‘aia ki te ‘āpi‘i. he went to school in a bad mood; kua ‘oki ‘aia ki tōna ‘ōire nō te kino i tōna taeake kiāia. he went back to his own village because his relative was cruel to him. te aronga i puta kino, the badly wound-ed. Rave kino, do something badly. Kua rave kino ‘aia i tā mātou kai. she prepared our meal badly. ‘Anga‘anga kino, act badly, cheat. kua ‘anga‘anga kino ‘aia i tā rātou moni tōmāti. he has cheated over their tomato money. 4. Rotten, bad, gone off. E titiri i te kai kino ki raro i te va‘arua. throw the bad food away down the pit. 5. Rough (of the sea). Kua kino te tai i te matangi. the wind has made the sea rough. 6. A general intensifier used to qualify other statives. Awfully, very, too, far (more), much (more). Kua ‘aere mārie kino ‘aka‘ou ‘aia. he went awfully slowly again; ‘e meitaki kino ake au iā koe i te tēniti. I‘m a damn sight better at tennis than you; ‘e meitaki kino ake koe i te ‘oki ki te ‘āpi‘i. you’d do far better to go back to school; ‘e viviki kino roa tā‘au ‘aere. you go altogether too fast; ‘e mārie kino roa tā‘au uāti. your watch is much too slow. (See kikino, kinokino; tākino-(kino).) [Pn. *kino.]"
kinokino,", v.i., fq. and dim. kino, bad. Nō te kinokino iāia, kua ‘aere ‘aia kua ‘ārāvei i te taote. because he’d been feeling poorly he went and saw the doctor; kua kinokino tōna ngākau i te tuatua ā tōna pū. he was upset by what his boss said; ‘e tū kino-kino rāi tōna mata. he had a pretty nasty look in his eye; kua kinokino te moana. the sea has been getting pretty rough. [kino RR.] kī nura, n., (Bib.). Harp. E akameitaki ia Iehova ki te kinura (Ps. 33.2). praise the Lord with harp; i motu ana ngā niuniu o te kī nura. a couple of the wires of the harp had broken. [Heb. kinnur.]"
kio,"1, usu. kiokio1, q.v. Bonefish. Matau kio, hook used to catch bonefish."
-kio,"2, rt. *Chirp. (See kiokio2.) [Pn. *kio.]"
kiokio,"1, rarely kio, n. Bonefish (Albula neoguinaica), a silvery-scaled, snouted, very bony fish which feeds in shoals on the lagoon floor; common in Aitutaki. Kua tātere te na‘o kiokio nā roto i te roto. the shoal of bonefish swam through the lagoon; kua rere te kiokio mei roto i te kupenga. the bonefish leapt out of the net. [Pn. *kiokio.]"
kiokio,"2, v.i. Cheep, chirp. Kua rongo au i te kiokio a te punuā moa. I heard cheeping of the chicks; kua kiokio te manu kavamani ki tāna ‘anaunga. the mynah chirped to its young brood. [-kio2, RR.]"
kiona,", n. Snow. Kua pururū mai te kiona ē kua kako te ‘enua. the snow came down and covered the country; mei te kiona te teatea, white as snow (Rev. 1.14)."
kiore,", n. 1. Rat (kioretoka), mouse. Kua ‘oro te kiore ki va‘o mei roto mai i te kō‘anga. the rat ran out of it’s nest; tē ‘aere nei mātou ka pākati kiore. we‘re going to set rat traps; kua mate ia kiore. that’s that rat dead (i.e. that’s that job (problem, difficulty) over and done with). 2. Cat (kiorengiāo). Kua pārakuraku te kiore i te mata o te tamaiti. the cat scratched the child’s face. (See kiorengiāo, kioretoka, tūtaekiore.) [Np. *kiole.] kiorengiāo, n. Cat. Kua ‘akakoi te kiorengiāo i tōna au maikuku. the cat sharpened its claws. [kiore, ngiāo.]"
kioretoka,", n. Rat. Va‘arua kioretoka, rat-hole. [kiore, toka.]"
kipa,", v.i. (kipā‘ia). 1. Stump (the batsman) out, break the stumps. E kipa iāia! stump him!; e kipa koe i tōna kī ni mē tāki ‘aia i tōna vaevae. break the wicket if he lifts his leg. 2. n. Wicket-keeper. Ko Tiki te kipa i tō mātou pupu pā pōro. Tiki is the wicket-keeper in our cricket team. [Eng. keeper; cf. kipāpuka.] kipāpuka, n. Bookkeeping. Ka ‘aere au ka ‘āpi‘i kipāpuka. I‘m going to study book-keeping. [Eng. keep, book.]"
kiri,", n. 1. (obsol.). Skin, bark, rind (now usu. pākiri). Kua vai koe iaku ki te kiri e to kiko. thou hast clothed me with skin and flesh (Job 10.11). 2. Leather (kiri manu). Tēta‘i pea tāmaka kiri, a pair of leather shoes. Kiri tāmaka, shoe leather, leather sole. Ka ‘aere au kā ‘oko kiri tāmaka ‘ei tī vae i tōku tāmaka. I‘m going to buy some shoe leather to patch my shoes; kua pātiti ‘aia i tēta‘i kiri ‘ōu ki runga, i te angiangi‘anga ā raro i tōna tāmaka. he nailed new soles on when his shoes got thin in the bottom. Kiri kāka‘u, suitcase. ‘E ‘are toa kiri kāka‘u ‘oko māmā tēia. this shop has some cheap suitcases. Kiri puka, satchel. Kiri moni, purse. Kua ‘oko ‘aia i te kiri moni ‘ei aro‘a i tōna taeake. he bought a purse to give to his friend. Kiri ruru piripou, belt. Kua ruru ‘a Ma‘a i tōna piripou ki te kiri. Ma‘a fastened his trousers with a belt. Kiri tātua, sash, girdle. Kiri uēpu, thong, lash. ‘E mouranga uēpu tēia, kua motu te kiri. this is the handle of a whip, the lash has broken off. kiri pa‘u, drumhead, tympanum. Kua tāmou mātou i te kiri pa‘u. we’ve put the tympanum on. Kiri vai, hose, tube. Tēia te kiri vai ‘ei pī pī  i te tiare. here’s the hose to water the flowers with; e ngote koe i te vai ki va‘o nā roto i te kiri. suck the water out through the tube. 3. Tyre. Kua puta te kiri o te mōtokā. the car’s tyre is punctured; kāre ‘e puāngiangi i roto i te kiri. there is no tube in the tyre. 4. Strakes (of canoe, rowing boat). Tē tāmoumou nei rāua i te kiri o te vaka. they are attaching the strakes of the canoe. 5. Surface of the sea. Mē ‘ākara koe ki runga i te kiri o te tai, if you look at the surface of the sea. (See kiriātai, kiriātona, kiri‘au, moakirikiri, pākiri(kiri), tākiri(kiri).) [Pn. *kili1.] kiriātai, n. Surface of the sea. Kua pānu te remu ki runga i te kiriātai. the seaweed floated on the surface of the sea. [kiri, ā1, tai1.] kiriātona, n. Stye. Inā kia ‘ākara au i te mata kiriātona ō‘ou. let me see your eye with the stye; te kiriātona i runga i tōna mata, the stye on his eye. [kiri, ā1, tona.]"
kiri‘au,", n. Fibrous bark of the lemon hibiscus. Kua ‘o‘ore mātou i te kiri‘au ē kua tāpē ki roto i te tai. we peeled off the hibiscus bark and rotted it in the sea. Pāreu kiri‘au, dancing skirt made from hibiscus bast. Tāmaka kiri‘au, sandals made from kiri‘au and used to protect the feet from sharp coral. Kua ‘a‘ao koe i tō‘ou tāmaka kiri‘au? did you wear your reef-sandals? [kiri, ‘au3.]    ILL.    kiriau (sandals), pareu kiriau (skirt)"
kirikiri,", n. Small pebbles, shingle, gravel. Kua ‘akaputu te tamariki i te kirikiri i ta‘atai. the children made a pile of pebbles on the beach; ‘e au pūtē kirikiri teima‘a tēia. these sacks of gravel are heavy; ka ‘aere mātou kā tari kirikiri ‘ei ‘āriki i te ‘are umu. we are going to get a load of small pebbles to cover the floor of the cookhouse. (See kirikirirangi, tākiri-kiri.) [Pn. *kili-kili.]"
kirikirirangi,", n. Beads. E ko‘i mai koe i te kirikirirangi i runga i te ta‘ua. will you pick up the beads on the floor; kua tāmou ‘aia i tōna ‘ei kirikirirangi. she did up her bead necklace; kua ‘oko tāpekā rima kirikirirangi ‘aia. she bought a bracelet of beads. [kirikiri, rangi.]"
kirikiriti,", (-a, -‘ia), fq. kiriti (1). Remove, subtract, open (door). Kua kirikiriti te kāmuta i te naero i runga i te pāruru ‘are. the carpenter removed the nails in the walls; e kirikiriti kōtou i te au rākau mēmeitaki i raro i te ‘are ki va‘o. pull out the good pieces of wood that are under the house; kirikiritia tō kōtou tāmaka repo. take off your dirty shoes. [kiriti rR.] kirī mi, n. Cream. E ‘akapae i te kirī mi o te ū. separate the cream of the milk. [Eng. cream.] kirī pa, (-‘ia). Clip (hair); clippers. Kua kirī pa te tangata pākoti rauru i tōku rauru. the barber clipped my hair; kua kirī pa‘ia tōna rauru kia potopoto. his hair was clipped short; e ‘oko mai koe i tēta‘i kirī pa nōku. buy me a pair of hair-clippers. [Eng. clip.]"
kiriti,", (-a, -‘ia). 1. Remove, take off, take out. Kua kiriti au i tōku pona. I took my shirt off; kiritia tō‘ou pare. remove your hat; kua kiriti ‘a Tā i tōna ingoa ki va‘o. Tā took his name off (the list); kua kiriti ‘a Tau iāia ki va‘o i te pupu. Tau left him out of the team; kua tāuru ‘aia i tōna rima ki roto i te pūtē ē kua kiriti mai i te pēpa. he put his hand in his pocket and took out the letter; e kiriti koe ‘ē rua pā taro. pull up two rows of taro; ‘e taruā kiriti ‘ōu tēia. this taruā (a kind of dry-land taro) is newly dug. 2. Take away, subtract, deduct. Kua kiriti‘ia tōna tā‘onga. his title (or position) was taken from him; e kiriti ‘ē toru mei roto i te rima. subtract three from five. 3. Open (door). E kiriti koe i te ngūtupa kia tomo mai te tangata ki roto. open the door so people can get in. 4. Extract (information), quote (from source), note down. ‘E tuatua kiriti tēia mei roto mai i te puka ‘akapapa‘anga. these words were quoted from the record book; kua kiriti te tēkeretere i tā Mata tuatua ki roto i te puka. the secretary copied Mata’s information into a book; kua kiritia tō rātou ingoa e te ‘akavā. the policeman made a note of their names. 5. Write (Ait. dial., cf. Rar. tātā). (See kirikiriti, kirititumu.) Kirī timiti, v.i. Christmas, spend or cele-brate Christmas. ‘E Kirī timiti mataora tēia. this is a happy Christmas; Ka ‘aere au ki Avarua ā te Kirī timiti. I shall go to Avarua on Christmas day; ‘ī mene Kirī timiti, Christmas carol; kēke Kirī timiti, Christ-mas cake; kua Kirī timiti au ki Peritāne i teia mata‘iti i topa. I had my Christmas in England last year. [Eng. Christmas.]"
kirititumu,", (-a, -‘ia). Uproot bodily, extir-pate, drive right out. Kua kirititumu‘ia te tangata i taua ‘ōirē ra ē kua arumaki‘ia ki roto i te ō. the people were driven right out of the village and pursued into the valleys. [kiriti, tumu.]"
kiro,", n. Kilogram. ‘E rima tirī ngi i te kiro, five shillings a kilo. [Fr. kilo.] kī tā, n. Guitar. Nāku tēia kī tā. this is my guitar; kua motu te niuniu kī tā. the guitar string is broken; ka ‘aere au ka ‘āpi‘i ‘akatangi kī tā. I‘m going to learn to play the guitar. [Eng. guitar.] kī tara, n., (Bib.). Used sometimes in N.T. where English bible (A.V.) has harp, cf. kī nura. E akarongo atura au i te reo o te akatangi kitara i te akatangi anga i ta ratou au kitara. and I heard the voice of harpers harping with their harps (Rev. 14.2). [Gk kitharā  cithara.]"
kite,", (-a, -‘ia). 1. See, observe; sight, vision. Tē kite nei au iā koe. I can see you; kua kite au iā koe i nana‘i. I saw you yesterday; kua kite ‘a Nānā i tōku tuatua‘anga kiā Kā. Nānā saw me talking to Kā; kua kite‘ia koe i te ‘aere‘anga ki roto i te ‘are toa. you were seen entering the shop; i kite poto ‘ua atu au iā koe. I caught a brief glimpse of you; te rauka nei te kite i te matapō. the blind receive their sight (Matt. 11.5). 2. Witness. Kua uiui mā‘ē te ‘akavānui i te kite. the magistrate questioned the witness; ‘e kite āinei tō‘ou? have you got a witness? Kite mata, see with one’s own eyes, witness. E ‘aere mai kōtou kia kite mata i ngā peu mataora. come and see the acts (entertainment, concert items) for your-self; kua kite mata au iāia i te ‘oro‘anga. I witnessed him escaping. 3. Find, dis-cover; discovery. Nāku i kite te pōro i nakōnei i te pōpongi. I found the ball earlier this morning; ‘e pōro kite tāku nō ta‘atai. I’ve got a ball that was found on the beach; kua kitea ‘aia e te ‘akavā ki roto i te ‘are. the police found him inside the house; ei ea ra te pakari e kitea atu ei? but where shall wisdom be found? (Job 28.12); te kitea‘anga‘ia o Marike, the discovery of America; te au kite ‘ōu, new discoveries. 4. Know, understand, feel; knowledgeable, clever, skilful; know-ledge, skill. Kā kite au i te kimi i teia nūmero. I know how to do this sum; ‘ea‘a te ora? Kāre au i kite. what’s the time? I don’t know; kāre ‘aia e kite i te kau. he can’t (doesn’t know how to) swim; kāre te pēpe i kite ake i te ‘aere. the baby can’t walk yet; kua kite au i tōku māro‘iro‘i i tōku kai‘anga i te vairākau a te ta‘unga. I felt my strength returning when I took the herbalist’s medicine; kua kite au i te anu i tōku ‘oki‘anga mai mei te tautai. I felt the cold on my way back from fishing; kua kite ‘aia i te ‘enua i te taka‘anga i tōna topa‘anga ki raro. he had a sense of the earth spinning round as he fell down. Kite atu (i), care about. Ko ‘ai tei kite atu? who cares?; kāre au i kite atu i tā‘au tuatua. what you say doesn’t bother me. Kite atu (ii), foresee. Kua kite atu au ē kā tupu te ngere i te pū ‘āpi‘i. I foresee a shortage of teachers; ‘e kite ake au iā koe i te pāpōro rākau. I‘m better than you at cricket; kua rekareka te metua ki tā rāua tamaiti  kite. the parents were pleased with their clever child; nō te kite iāia i te kapekape, kāre atū ra ‘aia i mou ia rātou. because of his skill at dodging, they could never get hold of him; tēta‘i tangata kite pakari, a very learned man; nō te mea kua rauka iāia te kite noa, because he had a good knowledge of lay matters; i kite atu te ‘ānana keiā i te ‘akavā. the thieves outwitted (were cleverer than) the police; ‘e va‘ine kite kore ‘a Mou i te ‘āuri kāka‘u. that woman Mou doesn’t know how to iron clothes; 5. Know sexually (cf. moe). E paretenia, kare oki i kiteia e te tangata, a virgin, neither had any man known her (Gen. 24.16). (See kikite.) [Pn. *kite.]"
kitekite,", (-a, -‘ia), fq. kite. See, find, know, be knowledgeable. Mē kitekite atu koe ia rātou, e karanga atu koe kia ‘oki vave mai. if you see them, tell them to come back soon; ‘Ākara, kā kitekitea mai kōtou e te ‘akavā. watch out, the police-man will see you; ‘e mea kitekite tēnā au pene nā māua nō te ngā‘i tārekareka‘anga. those pennies are ones we found at the sports ground; kua kitekite ‘aere ‘a Manu i te ‘aka‘oro pātikara. Manu is getting the knack of riding a bike. [kite RR.]"
kivi,"1, in ‘uru kivi, feathers marked with grey and white. ‘E moa ‘uru kivi tei ngaro. it is a fowl with grey and white markings that is missing."
kivi,"2, n. Kiwi, the Apteryx. [Mao. kiwi.]"
ko,"1, prep. 1. Pointing out or identifying the preposed, absolute, or appositional noun, noun phrase or pronoun which follows it. Never followed by the proper article. Ko Tangi te metua o tērā tamaiti. Tangi is the father of that child; ko Tangi, ‘e tangata kino ‘aia. Tangi, he is a wicked man; ko ‘ai koe? who are you?; ko tērā te ‘are toa. that’s the shop, there’s the shop; ko te vairākau tēia ‘ei rapakau i tō‘ou maki. this is the medicine for treating your complaint; ko te ‘openga tēia i tā tātou tāmataora. this is the end of our show; ko māua ko Tangi i ‘aere ei ki te ‘āpi‘i. Tangi and I walked to school; kua kite mātou ko Pōvaru mā i te pa‘ī  i te tere‘anga mai. Pōvaru and the rest of us saw the ship coming in; kua ‘aere mai ‘a Pā rāua ko Tere. Pā and Tere have come; ko Tara, ko Tū tē ‘aere maī  ra. it’s Tara and Tere coming. 2. Ko te, lest, in case, for fear that (where te introduces a sentence nom-inalisation); often used with ā‘ea or ākonei perhaps. Kua mataku ‘aia ko te ta‘uri te poti. he was afraid (lest) the boat might capsize; e tāpeka koe i te moni ki roto i te ‘ōrei, ko te ngaro ākonei. tie the money up in the handkerchief in case it gets lost; e ‘apai koe i te pereue ua pēnei ‘ua ake ko te ua mai. take a raincoat in case it rains; e tāpeka koe i tō‘ou ‘oro‘enua, ko te ‘aere ākonei ko te kai i te meika ā te tangata. tie up your horse in case it goes and eats the people’s bananas; e ‘aere ngāko‘iko‘i kōtou, ko te tūrēti kōtou ākonei i te ‘āpi‘i. hurry along or you‘ll be late for school. (See ko‘ai, koia.) [Pn. *ko.]"
ko-,"2, see konei, kona3, kō2."
