Word/Phrase,Description & Definition
Aotearoa,", loc.n. New Zealand (obs., cf. Nūtirēni.) [ao, tea, roa1.]"
‘apa,"1, 1. v.i. Be guilty, at fault, in the wrong, to sin. Kua ‘apa koe i te ture, ko koe i ‘aka‘oro pōiri ‘ua i tō‘ou pātikara. you have offended against the law by riding a bicycle without lights; kua kiriti‘ia tōna tā‘onga i tōna ‘apa‘anga. he lost his rank for committing an offence; kua ‘ākara‘anga ‘apa ‘aia. he looked guilty; te tangata ‘apa, the guilty person. 2. n. Offence, crime, blame, fault, sin. Kāre ōku ‘apa. I haven’t done anything wrong; ‘e a‘a tōna ‘apa i tīria‘ia ai ‘aia ki roto i te ‘are ‘āuri? what crime was he put in prison for? ‘Akairi i te ‘apa ki runga. lay the blame on sbdy. Kua ‘akairi au i te ‘apa ki runga iāia. I put the blame on to him. ‘Akatika i te ‘apa, to right a wrong. ‘Apa kore, be without guilt. ‘E tangata tuatua tika tēia ē te ‘apa kore. this man is truthful and blameless. Kimi ‘apa nō, to seek or make trouble for sbdy, get them into trouble. Kāre rava au i manako ē ka kimi ‘apa koe nōku. I certainly never thought that you would make trouble for me. (See tatarā‘apa.) [Np. *sapa.]"
‘apa,"2, loc.n. Wind quarter. (See ‘apatonga, ‘apatokerau.) ‘āpa, 1. v.i. Be half. E ‘akata‘e i te vai kia ‘āpa ki roto i te tini, ka kā‘iro ei i te ngaika. half-fill the tin with water before you mix in the whitewash; kua ‘oki rāua ki te kāinga i te ‘āpa‘anga te ‘ura. they went home when the dance was halfway through. 2. n. A half (of something). Tei iāku tēta‘i ‘āpa i te ika, tei iāia tēta‘i. I got one half of the fish and he got the other half; kua tūtaki ‘āpa ‘aia i tōna mōtokā, ē ko te toe, kua tūtaki rikiriki ‘aia. he put down half the money on his car and paid the rest by instalments; ‘okota‘i ē te ‘āpa maire te mamao, one and a half miles away; ‘e ‘āpa papa‘ā te va‘ine, ‘e Māori tumu tika ai te tāne. the wife is half-European, the husband is pure Maori stock; kā rava ‘ua te ‘āpa kārani pēnitīni. half a gallon of benzine, gasoline, petrol, paraffin will be enough; i te moni ‘āpa ‘ua, at half-price; maoa ‘āpa ‘ua, only half-cooked; ‘āpa nō te ora nga‘uru, half-past ten. ‘Āpa mata-‘iti, n., poinsettia (Euphorbia pulcher-rima). ‘Āpa ora, n., half-hour. Te ‘āpa ora ‘openga, the last half-hour. ‘Āpa pene, n., halfpenny. 3. n. Scrum-half. koia te ‘āpa i tō mātou pupu tu‘epōro. he’s scrum-half in our rugby team. (See ‘āpa‘āpa, ‘āpakaraoni, ‘āpakāti1, ‘āpa-taime, tā‘āpa(‘āpa).) [Eng. half.] ‘āpa‘āpa, v.i. Be half-full, divided into halves, to go halves. E tīpū ‘āpa‘āpa i teia au ika kā tu‘a ai. cut these fish into halves before you give them out; i te ‘āpa‘āpa-‘anga te vai i roto i te au karāti, kua tuku ‘aia takirua tōpata vairākau ki roto. when the tumblers were half-full of water, he put two drops of the medicine in each of them; ka ‘āpa‘āpa tāua i te ‘oko‘anga i tērā toki. we‘ll go half-and-half on the price of that axe. [‘āpa RR.]"
‘apa‘apai,", v.t., pl. or intens. ‘apai. carry. ‘E tangata ‘apa‘apai ‘aia. he can carry (or lift) really heavy weights. [‘apai rR.]"
‘apai,", (-‘ia, -na). Carry, take, convey, lift. Ka maranga ‘ua iāku i te ‘apai i te pi‘a. I can carry the box quite easily myself; kua ‘apai ‘aia i te kapu mei runga i te kaingākai. she removed the cups from the table; kua ‘apai‘ia taua manako ki te ‘uipa‘anga ma‘ata ē kua ‘āriki‘ia. the proposal was taken to the general meeting and was adopted; ka ‘apai te reo ki runga mē tae ki tēia tu‘anga o te ‘īmene. you must pitch your voices high when you get to this part of the song; i tō rātou ‘apai‘anga i te rima ki runga. when they raised their hands; nāku ‘e ‘apai te tu‘anga mua o te ‘āpi‘i, nā‘au te rua. I‘ll take the first period, you take the second. ‘Apai i te kona, hold one’s liquor. Kāre e rauka iāia i te ‘apai i tōna kona. he can’t hold his liquor. ‘Apai ki te ture, take to court. Ka ‘apai au iā koe ki te ture. I‘ll have the law on you. ‘Apai mai i te pekapeka, bring about a quarrel. ‘Apai tamaki, wage war. Kia pāruru‘ia rātou ‘auraka e ‘apai tamaki ‘aka‘ou. they must be prevented from waging war again. Tangata ‘apai tuatua, messenger. Torōka ‘apai maki, ambulance. (See ‘apa‘apai, ‘apainga, ‘apaipai.) [Pn. *sapai.]"
‘apainga,", nom. Something carried, load, burden. Kāvea tēnā ‘apainga. take that load; tē marū nei tāku amo ē tē māmā nei tāku ‘apainga. my yoke is easy and my burden is light. ‘Apainga tukituki, n., a crushing burden (a bumping load). kā riro tēna ‘ei ‘apainga tukituki ki runga i te tangata. it will become a crushing burden on the people. [‘apai, -nga2.]"
‘apaina,", pass. ‘apai. carry. [‘apai, -na4.] ‘āpaipai, (-na, -‘ia), fq. ‘apai. Carry, lift, take. Kāre ‘aia ‘e meitaki i te ‘aere, ‘aere mai ka ‘āpaipai tātou iāia ki roto. he can’t walk very well, come let’s carry him inside; E ‘āpaipai ake i tēta‘i mānga i te reo o te ‘īmene ki runga, ‘e ‘aka‘aka roa tēnā. pitch the key of the song a little higher, you’ve got it too low; kua ‘āpaipai‘ia te au mātipi e tēnā au tamariki. those children have gone off with the knives. ‘Āpaipai tuatua, carry tales, tell tales: kāre au e ‘inangaro i te aronga ‘āpaipai tuatua ki te ‘akavā kia no‘o mai ki teia putuputu‘anga. I don’t want people who go carrying tales to the police to remain at this meeting. [‘apai Rr.] ‘āpaipaina, pass. ‘āpaipai. carry. [‘apai Rr, -na4.] ‘āpakapaka, v.i. Getting scorched or crusted. [‘ā-7, paka1.] ‘āpakaraoni, n. A half-crown. ‘E ‘āpa-karaoni ‘ua rāi te moni i roto i teia pi‘a. all the coins in this box are half-crowns; ‘e rōra ‘āpakaraoni tēnā, ‘ē rua tirīngi tēia. that’s a stack of half-crowns, these are two-shilling pieces. [Eng. half-crown.] ‘āpakāti1, n. A half-caste. ‘E va‘ine ‘āpakāti tāna. his wife was half-caste; kāre tē reira tamaiti i te ‘āpakāti. that child isn’t a half-caste. [Eng. half-caste.] ‘āpakāti2, (-a, -‘ia). (To) uppercut. Kua ‘āpakāti‘ia ‘aia, kāre rā i pāpū meitaki. he was hit with an uppercut, but it didn’t land properly; kua ‘āpakāti au iāia ki raro i te tangā. I uppercut him under the jaw; kāre i tano meitaki te ‘āpakāti, kua viviki ‘aia i te kape. the uppercut didn’t land right on target, he was quick to dodge. [Eng. uppercut.] ‘āpapa, (-‘ia). 1. Stack in layers, set out in proper order. E ‘āpapa i te pi‘a ki te tīroa o te ‘are. stack the crates along the long side of the shed; kua ‘āpapa ‘aia i te pere tangata ki raro roa ē kua ‘oake kiā Ti‘a kia vā‘i. he stacked the court cards at the bottom (of the pack) and gave it to Ti‘a to cut. 2. n. Layer, stack. Taria atu tēnā ‘āpapa rākau. cart that stack of timber away; ‘e ‘āpapa one angiangi, a thin layer of earth. [‘ā-8, papa.] ‘āpapapapa, (-‘ia), fq. and pl. ‘āpapa. Stack, lay out in order. ‘Āpapapapa‘ia tēnā au anga pā‘ua ki raro i te pū vī. arrange (or stack) those clam shells under the mango tree. [‘ā-8, papa RR.] ‘āpara, n. Apple. Kā kai au i te ‘āpara, ‘e māmā. I‘ll have an apple, mother; ‘e pi‘a ‘āpara tāna i ‘akaū ei nā tōna taeake. he sent his friend a box of apples. [Eng. apple.] ‘āpare, (-a, -‘ia). (Hold) a ceremony at the house of someone who has suffered a bereavement in order to comfort them with hymns, prayers and bible-readings. Kua ‘āparea taua matē ra. an ‘āpare ceremony was held for the person who had died; kua pūma‘ana te pū mate i tō rātou ‘āpare‘anga i tōna tūmatetenga. the bereaved felt comforted in her sorrow when they held an ‘āpare ceremony (they ‘āpare-ed her sorrow); kua ‘aere ngā pupu ‘īmene ki te ‘āpare i tōna tūma-tetenga. two groups of hymn-singers went to the ceremony held to comfort her in her distress; ka ravea te ‘āpare ākonei? will the ‘āpare be held later on (tonight)? ‘āpataime, n. Half-time. Kua ‘akaoti‘ia te tāmataora i te ‘āpataime. the game was stopped at half-time. [Eng. half-time.]"
‘apatonga,", ‘apa tonga, loc.n. Southerly quarter (of winds). Kua ‘uri te matangi ki ‘apatonga. the wind swung round to a southerly quarter; ‘e matangi ‘apatonga te matangi i tere mai ei mātou. we sailed here on a southerly wind. [‘apa2, tonga.]"
‘apatokerau,", ‘apa tokerau, loc.n. North-erly quarter (of winds). Mē no‘o ‘ua te matangi ki ‘apatokerau, ka pakari. if the wind sits in the north, it‘ll blow hard. [‘apa2, tokerau.]"
‘ape,"1, v.i. Make a mistake, be mistaken. Mē ‘ape ‘ua ake tēta‘i pupu, kā riro te rē i tēta‘i. if either side makes the slightest mistake, the other team will win; kua ‘ape tō‘ou manako. you are mistaken; i te ‘ape‘anga tāna tuatua, kua kitea tāna pikika‘a. his lie was found out through a discrepancy in his story. [? Pn. *sape.]"
‘ape,"2, v.i. Fuss, fret, bother, pester. ‘E a‘a tā‘au e ‘ape nei, kāre e vave te torōka i te ‘aere. what are you fussing about, the bus won’t leave early; kua ‘ape ‘aia ki tōna metua kia ‘akatika iāia kia ‘aere ki te teata. he pestered his father to let him go to the cinema. (See ‘ape‘ape.)"
‘ape,"3, n. 1. A dodge, a trick of doing something. Kua kimi te rangatira i te au ‘ape tūkētūkē kia rauka te rē, inā rā kāre i manuia. the captain tried every dodge (he knew) to win, but it didn’t come off; kua pou ngā ‘ape ia mātou. we’ve tried every trick in the book. 2. Trick of behaviour, manner-ism. Kua rauka iāia i te ‘akatūtū i te au ‘ape kātoatoa ā te aronga kai kava. he can mimic the way drunks behave."
‘ape,"4, rt. In tara‘ape, spur (of cockerel)."
‘ape‘ape,", v.i., fq. ‘ape2. Bother, fret, com-plain peevishly. ‘E a‘a te ‘ape‘ape? what’s the bother?; kua ‘ape‘ape te pēpe nō te pongi. the baby fretted because it was hungry; ‘e tangata ‘ape‘ape tika ai ‘aia. he’s a dreadful bother; kua tārekareka ‘aia i te pēpe i te ‘ape‘ape‘anga. he kept the baby happy when it was fretful; auē ‘ape‘ape, to cry fretfully, snivel. [‘ape2 RR.] ‘āpe‘e, n. 1. Bridesmaid. Ko māua tōna ‘āpe‘e i tōna ‘akaipoipo‘anga. we were her bridemaids at the wedding; tē ‘akamānea‘ia maī ra ngā tamā‘ine ‘āpe‘e. the two bridemaids are being got ready. 2. Best man. Ko au tō Tangaroa ‘āpe‘e. I was Tangaroa’s best man. 3. Young man or woman presented at a function, debu-tante. I te oti‘anga te ‘īmene o te ariki i taua ‘ura‘angā ra, kua pūpū‘ia te au ‘āpe‘e ki te Kāvana Tiānara ma tāna va‘ine. after The Queen had been sung at the dance those who were to be introduced were presented to the Governor-General and his wife."
‘apepa,", (-‘ia), v.i. Lame(ness). Kua ‘apepa te tamaiti i te ū‘anga i te motokā. the child was lame after being struck by a car; kua ‘apepa‘ia taua tangatā ra. the man was lamed; ‘e vaevae ‘apepa tō taua tamā‘inē ra. that girl has got a lame leg; nō te ‘apepa iāia, nō reira au i tangi ei. I felt sorry for him because he was lame. ‘Āperika, loc.n. Africa. [Eng. Africa.] ‘Āperirā, prop.n. April. Kā ‘oki mai ‘aia i te marama ia ‘Āperirā. he‘ll be back in (the month of) April. [Eng. April.]"
api,"1, stat. Crowded, congested, full up, cluttered up. Kāre koe ‘e ō ki konei, kua api teia ngā‘i. you can’t get in here, it’s crowded out; kua api te kaingākai i te puka. the table was cluttered with books; kua no‘o ‘ua tēta‘i pae ki runga i te moenga i te api‘anga te au no‘o‘anga. some of them just sat on the mats when all the seats were taken; ‘aere mai ki roto, kāre tēia ‘are nō te api ia kōtou. come inside, there’s room for all of you (you can’t overcrowd this house). (See apiapi, tāapi(api).) [Pn. *‘api2.]"
api,"2, n. A surgeonfish resembling the maito, but dark brown with white spots; about six inches long, and caught mainly on the reef (Hepatus guttatus [Schneider]). ‘E api ‘ua tā māua ika i tō māua pokipoki‘anga. we only caught api when we went fishing with a pokipoki net; ‘e kīkau api tēia. here is a basket of api. [Pn. *hapi.]"
apiapi,", fq. api1. 1. Crowded, obstructed, full up, cluttered up. Nāringa kāre tēia au pi‘a, kāre rāi e apiapi teia rūmu. if it wasn’t for these boxes, this room wouldn’t be so cluttered up; ‘e ngā‘i apiapi tēia, ‘aere mai ka ‘aere tāua ‘e ngā‘i kē patapata ai. there is no room here, let’s go somewhere else to play marbles; kua no‘o tēta‘i pae ki va‘o i te apiapi‘anga ā roto. some of them stayed outside when it got full up inside; nō te apiapi i taua pū rākaū ra, nō reira ka tīpū ei. because the tree was taking up too much room they had to cut it down. 2. Be worried, bothered, upset. ‘Auraka e apiapi i tō āpōpō, don’t worry about (the things of) tomorrow; nō tōna apiapi i ‘ape‘ape ei ‘aia. he’s worried, that’s why he’s fussing. [api1 RR.] ‘apinga. 1. n. A thing (usu. a physical object). ‘E ‘apinga tāku e kite nei i runga i te kiriātai. I can see something on (the surface of) the sea; ‘e pi‘a ‘apinga kāmuta tēia nā taku pāpā. this is a box of carpentry things (tools etc.) belonging to my father; i ‘ōmai ‘apinga ana ‘aia kiāku kia ‘apai kiā Tuki. he gave me something to take to Tuki. ‘E ‘apinga (tika ai), something remarkable, really something. ‘E ‘apinga tika ai te māro‘iro‘i i tō mātou pupu i teia mata‘iti. it has been really remarkable the strength of our team this year. ‘Apinga is often defined more precisely by the following word, e.g. ‘apinga aro‘a, a gift, ‘apinga kanga-kanga, playthings, toys, ‘apinga kai, foodstuff, something to eat, ‘apinga kaikai, things to eat with (or on), e.g. knives, forks. plates, ‘apinga tākānapanapa tāmaka, shoe polish, ‘apinga tanu, crops, produce, i.e. things planted, as opposed to ‘apinga tupu ‘ua, things growing wild. 2. (-‘ia). (Have) posses-sions, wealth(y). Kua ‘apinga‘ia taua tangatā ra. that man has got rich; ‘e tangata ‘apinga ‘aia. he is well-to-do; ‘e tangata ‘apinga kore. a poor man, sbdy badly-off; kua ‘apinga nui ‘aia. he is well-off; ka ‘apinga tini‘ia koe mē kāre koe ‘e kaimoumou. you‘ll be very wealthy if you aren’t a spendthrift. ‘āpi‘i, (-a, -‘ia). 1. Instruct, teach (i) sbdy about (ki) something, advise. Kua ‘āpi‘i te metua i te tamaiti ki te tautai. the father taught his son to fish; kua ‘āpi‘i‘ia rātou ki te ‘anga‘anga tanu. they were taught agriculture; kā riro tē reira ‘ei ‘āpi‘i iāia kia kore e tāvarevare ‘aka‘ou. that‘ll teach him not to be late again; kua ‘āpi‘i au iāia kia ‘aere ki te ‘akavā. I advised him to go to the police. 2. Learn, study. Ka ‘aere au ka ‘āpi‘i kāmuta. I‘m going to learn carpentry (cf. ka ‘aere au ka ‘āpi‘i i te kāmuta, I‘m going to teach the carpenters). 3. n. School (i.e. schooling, not the building, which is ‘are ‘āpi‘i), school-work, school subject, lesson. Kua tere te ‘āpi‘i. school is over; kua ‘ōrotē te ‘āpi‘i. school has broken up; kua tae vave rāua ki te ‘āpi‘i. they got to school early; tē ‘akatika ‘āpi‘ī ra ‘aia nā te tamariki. he’s correcting the children’s schoolwork; ‘e a‘a te ‘āpi‘i tē kā āru mai i tēia? what subject (lesson) comes after this? Pū ‘āpi‘i, pū‘āpi‘i, school teacher. Pū ‘āpi‘i ma‘ata, headmaster, head teacher. Tauturu pū ‘āpi‘i, assistant teacher. Puka ‘āpi‘i, n. schoolbook (See ‘āpi‘i‘anga, ‘āpi‘ipi‘i, pū‘āpi‘i.) ‘āpi‘i‘anga, n. 1. Mission school. 2. Stu-dent. ‘E au ‘āpi‘i‘anga ‘orometua tērā. they are theological students. 3. Lesson. ‘E a‘a te ‘āpi‘i‘anga tau nō tātou i roto i teia ‘īrava? what lesson is there in this verse that is relevant for us? [‘āpi‘i, ‘anga4.] ‘āpi‘ipi‘i, (-a, -‘ia), fq. ‘āpi‘i. Teach, learn, practise . Nāku i ‘āpi‘ipi‘i ia rātou ki te moto i tō rātou ‘ōu‘anga. I taught them to box when they were young; kua ‘āpi‘ipi‘ia rātou ki te pa‘u ‘ānani. they were taught to bud oranges; ‘ī rua ‘epetoma i tōna ‘api‘ipi‘i‘anga i te ‘aka‘oro mōtokā. he was two weeks learning to drive a car; tei te ‘āpi‘ipi‘i ‘aitamu rātou. we‘re practising our items. [‘āpi‘i Rr.] ‘āpikē, stat. Feeble, weak, slack, lazy, half-hearted, faint-hearted. Mē ‘āpikē tō kōtou manako, kā ‘inga kōtou. if you lack determination, you‘ll lose; nō tōna ‘āpikē nō reira kua tauturu māua iāia. we helped him, he was so feeble; ‘e toa tika ai tē ‘aere, ‘ē no‘o te ‘āpikē. let the brave men go and the weaklings (or the faint-hearted) stay behind; ‘e tangata ‘āpikē tika ai koe i te rave i tā‘au ‘anga‘anga. you are very slack about doing your work; kua ‘iki rātou i tēta‘i ‘aka‘aere ‘ōu i te ‘āpikē‘anga te manako o te ‘aka‘aere mua. They chose a new leader when the old one lost his drive. (See tā‘ā(pike)pikē, tā‘āpikepike.) ‘āpikepike, ‘āpikepikē, fq. and dim. ‘āpikē. Feeble, weak. Kua ‘āpikepikē taua tangatā ra, kā varu nga‘uru ōna mata‘iti. he’s pretty feeble now, he’s eighty; manako ‘āpikepike, weak-willed. [‘āpikē Rr.] ‘āpiki, n. Fissure or cranny in a cliff. Tei roto i te ‘āpiki mato taua manū ra te ngā‘i i kō‘anga ai. the bird had laid its eggs in a crack in the cliff. [‘ā6, piki2 ?] ‘āpiri, stat. Nearly closed, nearly healed (of a cut). Tē ‘āpiri ‘uā ra te ngūtupa. the door is nearly closed; kua ‘āpiri mai te motu i tōku vaevae. the cut on my leg is nearly healed (or is healing up). [‘ā-7, piri1.] āpōpō, adv., n. Tomorrow. Ka āru au iā koe ki Avarua āpōpō. I‘ll come with you to Avarua tomorrow; tē ‘akapapa‘ia nei tēia kai nō āpōpō. this food is being prepared for tomorrow; tō āpōpō varaoa, tomorrow’s bread. Āpōpō atu, after tomorrow, esp. the day after tomorrow. Mē kāre ‘aia ‘e tae mai āpōpō, āpōpō atu. if he doesn’t get here tomorrow, he‘ll be here the day after; Āpōpō atu koe ‘e tatarā‘ara ai. one of these days you‘ll regret it. [ā1 4, pō1 RR.] ‘āpōtitoro, ‘āpōtetoro, n. Apostle. Te au ‘āpōtitoro tino nga‘uru mā rua. the twelve apostles. [Eng. apostle.]"
apu,", ( -a, -‘ia). 1. Chase, pursue, harry. Kua apu ‘aere te tītī‘ara i te koama. the trevally chased the goatfish around; kua apu‘ia te kōpū ika rikiriki e te urua. the urua (kind of fish) harried the shoal of little fish. 2. Strive hard for (i) something, pursue (a task) vigorously. E apu ake koe i tēta‘i kīnaki i tā tāua ika. do your best to get something to eat with our fish; kā apu tāua i tēia ‘anga‘anga kia oti vave. let’s really buckle down to it and get the job done early; kua roa tō rātou apu‘anga kia taea te ‘enua. they were striving for a long time to reach land. (See apuapu.) ‘āpua, n. Handle (of spear), (Penrhyn dial.). Kua ‘ati te ‘āpua o te ‘āuri. the handle of the spear was broken."
apuapu,", ( -a, -‘ia), fq. apu. Harry, pursue voraciously, hunt down; buckle down to (work). Kua apuapua te punupunuā moa e te kiore ngiāo taetaevao. the wild cat chased the chicks; kua apuapu ‘ua te puakaoa i tāna kai i tōna kai‘anga. the dog simply bolted its food down; ka apuapu tātou i teia ‘anga‘anga, kia tae mai te pū kua oti. let’s get down to it, and when the boss comes it‘ll be finished. [apu RR.] ‘āpuka, n. Avocado. Kua parai ‘aia i tāna varaoa ki te ‘āpuka. he spread avocado on his bread; E tanu i te ‘ua ‘āpuka nā te pae i te ‘āua. plant the avocado seeds alongside the fence; tē ‘a‘aki ‘āpukā ra rāua ka ‘akaū. they‘re picking avocado pears for export. ‘āpuku1, ( -a, -na, -‘ia). Gulp down, swallow (a solid object). Kua ‘āpuku ‘aia i te ‘ua ē kua inu i te vai. he swallowed the pill and drank the water; kua raoa te puakaoa i te ‘āpuku‘anga i te ivi. the dog choked swallowing the bone; ka ‘āpukua e te pēpe tēnā pine mē ‘oake koe kiāia. the baby will swallow that pin if you give it him; kua ‘āpuku‘ia rātou e te kare o te moana. they were engulfed by the foam-ing seas. ‘āpuku2, n. Marbled cod (Epinephelus microdon). (cf. ‘āpuku1.) [Pn. *faapuku.] ‘āpukuna, pass. ‘āpuku1. swallow. [‘ā-9, puku4, -na4.] ‘āpukupuku, (-a, -na, -‘ia), fq. ‘āpuku1. Gobble or bolt food down, keep swallowing something. Kua karoa te tamaiti nō te ‘āpukupuku i tāna kai. the child was scolded for bolting his food down; ‘e puakaoa ‘āpukupuku kai tā‘au. your dog always gobbles his food up; kua raoa‘ia ‘aia e te ivi i tōna ‘āpukupuku‘anga i tāna ika. he choked over a bone through gobbling down the fish; ‘auraka e ‘āpukupuku i tā‘au kai, e ngaungau mārie. don’t bolt your food, chew it slowly. [‘āpuku1 RR.] ‘āpukupukuna, pass. ‘āpukupuku. gobble. [‘āpuku1 RR, -na4.]"
‘aputu,", n. Name of a deep-sea fish, caught with line, dark grey in colour, up to two feet long (Serranidae). ‘E potonga ‘aputu tēia, ‘ē rua tirīngi te ‘oko. here is a piece of ‘aputu, it costs two shillings. [Pn. *saputu.]"
ara,"1, v.i. Wake up, be awake, stay awake, keep alert. E ara, kua ao. wake up, it’s morning; kua ara ‘ua au i taua pō. I was awake (all) that night; kāre ‘aia i ara ake? isn’t he awake yet?; ‘e tangata ara vave ‘aia. he wakes up (or is up and about) early; kā ara ‘ua māua ē tae ‘ua mai kōrua. we‘ll stay up until you come; tē tangi ‘uā ra te rātio i tōku ara‘anga mai. the radio was still on when I woke up; E ara ‘oki koe. mind you keep alert. (See araara1, tāara(ara).) [Pn. *‘ara.]"
ara,"2, n. 1. Road, path, passage, route, way (of travelling), trail, track. Tēia ara mingimingi, this winding path; tē ma‘ani ara nei mātou. we‘re making a path, repairing the road; ka nā te ara poto ‘ua tāua i te ‘aere. let’s go the short way; ‘e roa te ara ki Aitutaki. it’s a long passage to Aitutaki; kua āru mātou i te ara o taua puaka taetaevao. we followed the trail of the wild pig; ara tapuae puaka, spoor of pig; ‘ei pātikara te ara meitaki. bicycles will be the best way to go; ‘e ara mōtokā tēia, these are car tracks. Ara ‘ārote, furrow left by plough. Ara ‘āuri, railway line. Ara kākenga, ladder, flight of steps or stairs. Kua kake ‘aia nā runga i te ara kākenga. he climbed up the ladder. Ara metua, the old inland road around Rarotonga. ko te ara metua tēnā tei ma‘ani‘ia e Toi. that’s the old road that Toi built. Ara nui, main road, esp. the present road running around the island. Ara rēruē, railway line, railroad. Ara tangata, a smooth area of rock running along the lagoon side of the reef. Ka nā runga ‘ua tāua i te ara tangata kia kore tō tāua vaevae e motumotu i te toka. let’s keep along the ara tangata so we won’t cut our feet on the rock. Arā vaka, a passage through shoals for canoes. Kua ‘akamata ‘aia i te pao i te papa kia rauka tēta‘i arā vaka. he began to hammer away at the rock-bed to make a passage for canoes. Ara vaevae, line of footprints. E āru i te ara vaevae. follow the footprints. Arā vai, ditch, drain, gutter. 2. Line, row. Ara ‘ā, name of an old Mangaian four-flanged spear (ara here refers to the rows of teeth or serrations (tara). Ara taura1, line of stitching, seam. kua tā‘ipa‘ipa te ara taura i runga i tō‘ou pona. the seams on your dress are crooked. Ara taura2, rope ladder. Kā kake ‘ua au nā runga i te ara taura. I‘ll just climb up the rope ladder. Arā toka, row of sinkers attached to bottom of fishing-net. Arā uto, line of floats on net. Kua oti te arā uto i te tāmou ki runga i te kupenga, ko te arā toka te toe. the row of floats have been tied on to the net, there’s still the sinkers to do. (See araara2, (tā)arāpō, arāta‘a, arataki(taki), tāmataara.) [Pn. *hala.]"
‘ara,"1, v.i. (Commit) offence, fault, crime, sin; guilt(y). ‘E a‘a te ‘ara i papaki ei koe iāia? what (offence) did you slap him for?; kua ‘ara koe, ko koe i tomo ‘ua ki roto i tōna ‘āua ma te tika kore. you have committed an offence, you have entered his grounds without permission; ī te Atua ē, e ‘akakore mai i tā rātou ‘ara. O Lord, forgive their sins. ‘Ara tumu, the com-mon (ie. seven deadly) sins (see ngākau parau, noinoi, ‘akaturi, riri, vare‘ae, karapi‘i, kōpē). Tangata (rave) ‘ara, criminal, sinner. Kua arataki‘ia te tangata rave ‘ara ki roto i te ‘are ‘auri. the criminal was led away to prison. (See tatarā‘ara.) [Pn *sala1.]"
‘ara,"2, v.i. Be in excess (of (i) a given amount), extra, more than (i) a given number. ‘ī toru ‘akari i ‘ara i roto i teia putunga. there are three coconuts too many in this pile; kua ‘ara atu i te toru nga‘uru paunu te ‘oko o taua pātikarā ra. that bicycle costs more than thirty pounds; i tōku manako, mei te ‘ānere ‘e ‘ara atu tāna kai i te pā‘anga mua. I believe he scored a hundred runs and more in the first innings; mē ‘e putungā ika ‘ara tēta‘i, ‘ē vao‘o nā te tangata kupenga. if there is an extra pile of fish, leave it for the owner of the net. [Pn. *sala2.]"
‘ara,"3, n. 1. General name for the different species of Pandanus. Tē kai ‘ara nei māua. we‘re eating pandanus cones; E tari mai koe i tēta‘i rau ‘ara marō ‘ei tāviri ‘ava‘ava nāku. bring some dry pandanus leaves for me to roll my cigarettes in; ‘ara ‘āmoa, a pandanus bearing fruit with red drupes; kā kite au i te tūka‘i i te ‘ara ‘āmoa. I know how to peel (remove the scented part) of the (drupes of the) ‘ara ‘āmoa. ‘Ara pae‘ore or rau‘ara, a variety with soft, flexible, spineless leaves, used for baskets, and which does not bear cones. ‘Ara ta‘atai, a variety with yellow fruit. 2. ‘Ara (painapa), pineapple (Ananas comosus). Kua motumotu tōna rima i te tarā ‘ara i tōna vāere‘anga. he cut his hands on the pineapple spikes when he was weeding; tē mātipi ‘ara nei au. I‘m peeling a pineapple (with a knife). (See kai‘ara, rau‘ara.) [Pn. *fara.]    ILL    ‘ara (Pandanus)"
‘ara,"4, rt. (See ‘arapaki.)"
‘ara,"5, rt. (See ‘aka‘ara1; perhaps same as ‘ara2.)"
araara,"1, v.i., fq. ara1. Wake up, be awake. Kua araara rātou i tō mātou pākūkū‘anga i te ta‘ua. they all woke up when we banged the floor; ‘e ngā pēpe meitaki tēia, kāre nō te araara. here’s a couple of good babies, they don’t keep waking up; ‘ī rua pō i tō rāua araara ‘ua‘anga i te ‘ai‘ai i te keiā. two nights they stayed awake, watching for the thief. [ara1 RR.]"
araara,"2, v.t. Say, talk, speak. (‘Ātiu, Mauke and Mitiaro dial., cf. Rar. tuatua.) E araara ki ‘Avaiki. speak to (i.e. remem-ber)  Hawaiki."
