Word/Phrase,Description & Definition
maru,", v.i. 1. Shaded, shady, shade. Kua maru tēia ngā‘i i tērā‘o pū rākau. it is shaded here by that tree; e no‘o kōtou ki raro i te maru o tēia rākau, ‘e vera te rā. stay under the shade of this tree, the sun is hot; e ‘aere koe e kimi ngā‘i maru mai nō tātou. go and find us a shady spot; kua ‘aere te tamariki ki te ngā‘i ātea patapata ai i te maru‘anga te rā. the children went out into the open to play marbles when the sun went in; e no‘o koe ākonei i te maru a‘ia‘i kā ‘oki ei. wait for the cool of the evening before you go back; na te o ra o te maru-mate, through the valley of the shadow of death (Ps. 23.4). Maru tōpatapata, dappled shade. 2. Sheltered, (overhead) protection or cover, protective rule or government. Kā ‘oro tātou ki te ngā‘i maru kia kore tātou e mā‘ū i te ua. let’s find somewhere sheltered so we won’t get wet from the rain; i te ma‘ora‘anga te reva, kua kāpiki atū ra ‘a Makea Ariki ma te reo ma‘ata: tei raro tātou i te maru o Peritāne, kia riro tēia reva ‘ei tāmaru ki runga ake ia tātou ē tuātau ‘ua atu. as the flag unfurled, the high chief Makea called out in a loud voice: we are under the protective rule of Great Britain, may this flag be our protection for evermore. (See ‘akamaru-(maru), ‘āmaru, marumaru, tāmaru(maru), tōmarumaru.) [Pn. *malu1.] marū, v.i. 1. (a) Soft and yielding (of materials), reduced to a powder or mash (of solid lumps), softened up (as tough meat by chewing). ‘E marū meitaki tēia ro‘i. this bed is nice and soft; e tuki i te kaope kia marū meitaki. pound the coffee (beans) into a fine powder; kāre e marū iāku tēnā puakani‘o nō te uaua. that goat meat is too tough for me to chew up. (b) Light (of the wind). Kua marino mai te tai nō tei marū te matangi. the sea grew clam for the wind was light. (c) Easy, not arduous. ‘E ‘anga‘anga marū ake tēia i tā mātou. this work is easier than ours; kāre e marū iā koe i te kakati i te pakapaka o te taro nō te kirikiritia tō‘ou ni‘o. it won’t be easy for you to bite the taro crust now that you have had your teeth out. (d) Mild; eased (of pain, illness). Ka marū ‘ua atu te mamae i tō‘ou mīmiti. the pain in your head will ease; kua marū mai tōna maki. his illness doesn’t trouble him so much now. (e) Mellow and low-pitched (esp. of bass voices), take the bass part in singing. ‘E ‘aere mai kōtou e marū i tā tātou ‘īmene. you come and take the bass line in our song. (f) Mild and gentle (of disposition, manner), easygoing, meek, courteous. ‘E aro‘a tōna ē te marū. she is kind and gentle; e pati marū kiāia i tā‘au mea ka ‘inangaro. ask him courteously for what you want; pēnei ka marū mai tōna ngākau. maybe he will relent; ko te tuatua maru ra tei akaanga ke i te riri. a soft answer turneth away wrath (Prov. 15.1); kareka te aronga maru ra, ka no‘o ia i te enua. but the meek, they shall inherit the earth (Ps. 37.11). 2. n. Cushion, upholstery, padding. Taria mai te marū o tēnā au no‘o‘anga ki va‘o i te rā. bring those chair cushions out into the sun. Marū moto, boxing gloves. Nā taku pāpā i ‘oko mai i tēnā marū moto nō tāua. my father bought us those boxing gloves. (See ‘akamarū, mārūrū, tāmarū.) [Pn. *maluu.]"
marua,", v.i. Scattered. Kua marua ‘ua te i‘i ki raro. the chestnuts were scattered on the ground; tērā e marua maī ra te vī pī i raro i te pū. there are some green mangoes scattered around under the tree there; kua marua te pēpa i runga i tāna kaingakai. papers were scattered around on his table. (See ‘akamarua.) mārua1, (-‘ia). Cheer, shout loudly, clamour. Kua tārevareva ‘aia i tōna rima i tōna mārua‘ia‘anga e te tangata. he waved his arms when the people cheered him; kua mārua‘ia mātou e te tangata i tō mātou ‘autū‘anga i te tu‘epōro. the people cheered us when we won the football match; kua mārua ‘ua te tangata i te kata i te teata. people howled with laughter at the film; kua ‘akarongo mātou i tā kōtou mārua, we heard your cheering. (See māruarua, ‘akamārua(rua).) mārua2, n., (Bib. malua). Mallow. I te uuti anga i te malua no roto ite ngangaere, pulling up mallows from among the bushes (Job 30.4). [Heb. malluach.] māruarua, v.i. Acclaimed, well received, renowned, evoking a good response. Kua māruarua tika ai tō kōtou tere i te tae‘anga mai ki tēia ‘ōire. your visit to this district has been a great success."
marumaru,", v.i. 1. Shady, shaded, obscured (of the sun), overcast; shade, etc. ‘Aere mai ka vāere tātou, kua marumaru te rā i tēianei. come on let’s start clearing the weeds, the sun has gone in now; mei raro mai i te pū ‘ara marumaru. from under the shade of a pandanus trees; kua moe ‘aere te puaka ki raro i te marumaru o te au rākau. the pigs lay around asleep under the shade of the trees; kua marumaru te rā i te ‘opunga. the westering sun lost its power; ‘e rā marumaru tēia, ē te anu. it’s an overcast day and a cold one. 2. Shelter, protection. Kua tae mai koe i tēianei ki te marumaru o tōku kāinga, kā rave koe i tā‘au e ‘inangaro. now you are under my roof you may do whatever you please. [maru RR.] marūnu, v.i. Maroon. ‘E mōtokā marūnu, a maroon-coloured car. [Eng. maroon.] mārūrū, v.i., fq. marū. Soft. ‘Uru mārūrū, fur. [marū Rr.]"
mata,"1, n. 1. Eye (of person or creature). Kua pura tōku mata. I’ve got something in my eye; ‘e tū kinokino rāi tōna mata. he had a pretty nasty look in his eye; i te kino‘anga tōna mata, as his eyes got worse. Kite mata, to see with one’s own eyes, see for oneself. Matā kai, eyes always looking for food, greedy. ‘E puakāoa matā kai tā‘au. your dog is always begging for food. Mata kakā, sharp eyes. ‘E mata kakā tō‘ou. you have got sharp eyes. Mata kana, (have) a blemish in the eye. Mata mārama, clear sight. Mata pakari, (a) strong eyes, able to stay awake. ‘E tamaiti mata pakari ‘a To‘i, kāre e varea e te moe. To‘i has strong eyes, he won’t drop off to sleep. (b) serious eyes or countenance. ‘E ‘ākara‘anga mata pakari, a solemn appearance. Mata riki, (with) small eyes, narrowly, searchingly. Mata ‘ua, (a) (with) bare eyes, without artificial aids or protection. E ruku mata ‘ua koe i tēnā pārau, kāre i te ‘ō‘onu roa. you can dive for those pearl shells without goggles, it isn’t very deep. (b) ‘Ākara mata ‘ua, to just look on (and not do anything). ‘Eia‘a koe e ‘ākara mata ‘ua mai i tēia ‘anga‘anga. don’t just stand looking on at the work here. Roi mata, tears. E na te Atua e orei i to ratou roi-mata katoa i to ratou mata. and God shall wipe away all their tears from their eyes (Rev. 7.17). Mata tio, (with) sharp eyes. ‘Uā mata, eyeball. ‘Uru‘uru mata, eyelash, eyebrow. ‘Uru‘uru tuke mata, eyebrow. 2. Spy. E aronga tiratiratu matou, kare toou au tavini nei i te mata. we are true men, your servants are no spies (Gen. 42.11). 3. Eye (of needle). E tāuru koe i te taura nā roto i te mata o te nira. thread the cotton through the eye of the needle. 4. Mesh (of net). Tēia te kupenga mata riki ‘ei ma‘ani nāriki. this is fine-meshed netting for making a nāriki net. 5. Eyepiece (of spectacles etc.). Kua nga‘ā te i‘o i tēta‘i mata i tōna tīti‘a. one of the lenses in his spectacles is cracked. 6. Face (of human or creature). E e orei i toou mata. and wash your face (Matt. 6.17); kāre ‘e ngā‘i i ‘aere kē i tō‘ou mata ē te mata o tō‘ou māmā. your face is the dead spit of your mother’s; e ‘aere mai koe ki mua i tōku mata tuatuāi i tā‘au tuatua. come here and say what you have to say to my face. Mata reka, (with) pleasant, attractive or cheerful counte-nance, see matareka. 7. Face, side (e.g. building.) E ‘aere koe nā tērā mata o te ‘are, ‘ākara mai ei mē tē tika ra te ‘are. go round to that side of the building and look to see if it is squared off properly. 8. Point (of implement). Kua ‘ati te mata o te matau. the point of the hook has snapped off; nā‘ai i tā‘ati i te mata o tēia mātipi? who has broken off the point of this knife? 9. The end of coconut containing the eyes (same as aro, as opposed to the butt-end (to‘e). E kōputa koe ki te mata o te nū, i nā rā mē kā pao e ‘uri i reira ki te to‘e. you pierce the face-end of the coconut, but if you are going to crack it open then you turn it round to the butt-end. 10. Head (of boil). Kua ta‘e mai te pīrau nā roto i te mata o te ‘ē‘ē. the pus oozed out through the head of the boil. ‘Ē‘ē mata rau, boil with several heads. 11. Head position, vanguard. Kua māti ‘aia i te mata o tōna nuku. he marched at the head of his troops. 12. Cutting-edge, blade. Kua tūpaki ‘aia i tēta‘i mata ‘ōu nō te toki. he forged a new blade for the axe; kua ‘akakoi ‘aia i te mata o te mātipi. she sharpened the blade of the knife; kua ue ‘aia i te mata o te keke. he reset the teeth of the saw. 13. (a) Point (in scoring at card games). E toru o kōtou mata i tēia pere‘anga. you scored three points in this hand; (b) Card used face-up to keep the score (as in euchre). ‘Ōmai i tēnā ngā kapi pere ‘ei mata nō mātou. pass me those two cards for us to score with. 14. (a) Source (of river), placed where water is channelled off. Te mata o te kauvai, the source of the river; E kō koe i te matā vai kia ātea, kia ta‘e meitaki mai te vai ki roto i te repo. dig the head of the channel out wide so that water will flow freely into the taro swamp. 15. Leader, front man, representative, spokesman. Matā‘ura, the leader of a drum-dance party; kua ‘iki‘ia ‘aia ‘ei mata nō te ‘ōire ki te ‘uipā‘anga nō te ‘anga‘anga tanu. he was chosen by the village as their representative at the agricultural meeting. (See ‘aka-/tā-mata, kōmata, (‘aka-/tā-)mataara, matakata, (‘aka-)matakite, matamarū, (tā-)mataora, matapaki-pakia, (‘aka-)matapō, matapuku, matariki, matareka, matatāpoki, tīmata-(mata), tūmatatini.) [Pn. *mata1.]"
mata,"2, v.i. 1. Unripe, green (of fruit), not seasoned (of timber). Kāre e kā tēnā rākau nō te mata. that wood won’t burn, it is green; kāre e meitaki te kīkau mata. green coconut fronds are no good; ‘auraka e kai mata i te vī. don’t eat mangoes when they are not ripe; ‘e nū mata tā‘au e tari mai, ‘akarukena atu te kōua ē te kōmoto. bring the green coconuts (suitable for drinking), leave the kōua (in which the liquid has not yet developed its full flavour) and the kōmoto (which have matured beyond the best stage for drinking). 2. Raw, un-cooked, insufficiently cooked. Kua ‘oko mai au ‘ē rua paunu puakatoro mata. I’ve bought two pounds of (fresh) meat; kua mata tā mātou kai i te ‘uaki‘anga te umu. the food still wasn’t cooked when we opened the oven; kā kai koe i te ika mata? would you like some raw fish?; Varāoa mata, flour. (See (‘aka)matamata2.) [Pn. *mata2.]"
mata-,"3, see mātā‘ora, fish-poisoning plant (Tephrosia). mātā-, see mātāmua, the firstborn. (cf. mata‘iapo  and mata1.)"
mataara,", n. 1. Road, path, trail, track. Ko te mataara tēia e tae atu ki te tumu o tē reira maunga. this track leads to the base of the mountain; tē ma‘ani mataara nei mātou ki roto i te ō. we are building a road into the valley; kua āru ‘aia i te mataara o tōna metua. he followed in his father’s footsteps; ‘aere rā, tēnā te mataara e tīroa ‘ua ana. go on then, nobody is keeping you. Mataara puaka, pig trail. 2. Route, way. E ‘aere kōrua nā tēnā mataara, ka nā tēia māua. you two go that way, we‘ll go this way; ko au te mataara, e te tuatua-mou e te ora (John 14.6). I am the way, the truth, and the life. 3. Way of getting somewhere, means of transport. Kua rauka tō‘ou mataara nō te ‘aere ki te ‘ura ā konei? have you got transport to the dance tonight?; ka meitaki ‘ua te poti ‘oe ‘ei mataara nō tātou ki te motu. the rowing boat will do to get us to the island. 4. Way of doing something, method. Tēia te mataara tau nō te rave‘anga. this is the right way to do it; kāre atu ‘e mataara meitaki e oti vave ei tēia ‘anga‘anga, māri rā kia tā‘okota‘i tātou. there is no better of way of getting the job done quickly than for us to cooperate. [Np. *mata-‘ara.] māta‘ata‘a, v.i., (Bib.). Extensively bare and open. Ngā‘i māta‘ata‘a, plains. kua patia iora i te puakapa i te au ngai mataataa i Moabi, and pitched their tents in the plains of Moab (Num. 22.1). [mā-9, ta‘a-3 RR.]"
matangi,", 1. n. Wind, air. Kua ‘uti‘uti pou roa te au kie i te ‘arara‘anga mai te matangi. all the sails stirred when the breeze got up; ‘e rua matangi kino tēnā. that is a bad quarter for the wind to be in; ‘e a‘a te matangi i ‘aere mai ei koe ki te pure i tēia pōpongi? and what brings you to church this morning?; tukuna te matangi ki va‘o i te kiri. let the air out of the tyre. Matangi ‘ua, rumour. ‘E tuatua matangi ‘ua, just a rumour; ‘eia‘a e ‘akarongo matangi ‘ua. don’t listen to rumours. 2. v.i. (Be) windy, blow (of wind). Kua ngaru te tai ma te ua katoa i te matangi‘anga. the sea grew rough and there was rain too as the wind came; kāre ‘e pu‘apinga kia rama ‘ua atu, kua matangi. it is no good going on torch fishing, it is (too) windy now. (See ‘aka-matangi, (‘aka)mātangitangi, raumatangi.) [Pn. *ma-ta„i.] mātangitangi, v.i. Moderately or fitfully windy. Kua mātangitangi mai i tēia rā, tūtū ra ē kā ua. it has been blowing up today, looks like rain; ‘e rā mātangitangi tēia ē te tāpokipoki katoa. it is pretty windy today and overcast too. [matangi Rr.]"
mata‘iapo,", n. 1. The firstborn, eldest child. Ko tēia te mata‘iapo i tāku ‘ānau. this is the eldest of my children; tā rāua tamaiti mata‘iapo, their eldest child. 2. A chiefly title and the chief who holds such title. The head of a sub-tribe, subject to the ariki (paramount chief) as far as the whole tribe is concerned and owing him tradi-tional allegiance, but otherwise largely independent as head of his own family group and owning land in his own right. The title is commonly held by the eldest child, passing to the next eldest and thus down the line in that generation, passing eventually to the eldest son in the next generation, though the title is elective and unsuitable members may be passed over if the families think fit. Kua ‘iki‘ia ‘aia e te kōpū tangata ki runga i te tā‘onga mata‘iapo. the whole family elected him to the mata‘iapo title; kua ‘akatupu te ‘ui mata‘iapo ma te ‘ui ariki i tēta‘i ‘uipā-‘anga, ē kua pati i te au tū tangata kātoatoa kia tae mai ki taua ‘uipā‘anga. the mata‘iapo and the ariki  arranged a meeting and invited everyone to attend. Mata‘iapo kōmono, a mataiapo’s deputy. Mata‘iapo tūtara, the leading mata‘iapo, who represents the others when dealing with the ariki. [Ce. *mata-siapo.] mātaitai, v.i. Salty, brackish. Te mātaitai i taua vai rua ra. the brackishness of the well water. [Ck. *maa-tai-tai.]"
mata‘iti,", n. Year. ‘E a‘a te mata‘iti i tae mai ei koe? What year did you come?; ‘Ē‘ia ō‘ou mata‘iti? how old are you? Te mata‘iti ‘ōu, The New Year. Mata‘iti rere, leap year. [Ep. *mata-fiti.]"
matakata,", mata kata, v.t. Beam, smile cheerfully. Kua matakata aro‘a mai ‘aia kiāku. she beamed kindly at me. [mata1, kata1.]"
matakeinanga,", n. A settlement, the in-habitants of a district or neighbourhood, (Bib.) province. ‘Ēngari ake koe i te no‘o ki te au matakeinanga i va‘o i te no‘o ki Avarua. you would be better off living in one of the outlying villages rather than in Avarua itself; kua pou mai ngā mata-keinanga i te mātakitaki i te tārekareka. people from all the other districts came to see the sports; te aronga tutara katoa i te au matakeinanga ra, all the rulers of the provinces (Dan. 3.2). [Ta. *mata-kaina„a.] mātaki1, (-‘ia). Visit, (go and) see something or sbdy, watch (as spectator). I ‘aere mai mātou i te mātaki iā koe, nō te mea kua ‘akarongo mātou ē ‘e maki koe. we came to see you because we had heard you were ill; ka ‘aere mātou ka mātaki i te tārekareka. we are going to see the match; kua mātaki‘ia tāna ngā‘i tanu‘anga e te tangata. people have been to see his plantation. (See mātakitaki.) [Pn. *maataki.] mātaki2, n. Kindling (for a fire). mātakitaki, 1. n. Spectators, audience, onlookers, sightseers. Kua pōkarakara te mātakitaki, the spectators applauded. 2. (‘ia). (Go and) see, spectate, inspect, have a look around, fq. mātaki, q.v. Kua pou mai te tangata i te au ‘ōire i va‘o i te mātakitaki o te tae‘anga mai o te Kāvana. all the people from the outlying villages came to see the arrival of the Governor; kua mātakitaki mātou i tā rātou pāpōro. we watched their cricket matches; kua mātakitaki te tere o te Papa‘ā i te au ‘are ‘āpi‘i i runga i te ‘enua. the party of Europeans visited the schools on the island. [mātaki, Rr.]"
matakite,", v.i. Wary, watchful, circum-spect, cautious, careful. Kia matakite i tō kōtou ‘aerenga. watch how you go; nō te matakite iāia, nō reira kāre rava ‘aia i roko‘ia e te manamanatā. because he was circumspect, he didn’t get into difficulties; ‘e tangata matakite ‘aia i te rave i tāna ‘anga‘anga. he is careful in what he does; e matakite katoa koe iaia, and be wary of him, too (2 Tim. 4.15). [mata1, kite.] matakōviriviri, n. 1. Name of a tree or shrub which bears pods containing red black-spotted seeds: ? Adenanthera pavonia. ‘E ‘ei matakōviriviri tāna e tuī ra. she is stringing a necklace of mata-kōviriviri beads. 2. A climbing plant, Crabs’ Eyes, Buck Beads, Wild liquorice (Abrus precatorius). [mata3, kō4, viri RR.]"
mataku,", (-‘ia), v.i. Fear(ful), timid(ity), afraid. Kua mataku te kiore i te puakaoa. the cat was afraid of the dog; kua mataku ‘aia i tāna tamaiti ko te maremo‘ia. she was afraid that her son might be drowned; kāre ‘e mataku i roto iāia. there is no fear in him; kua tae te mataku kiāia. fear came over him; e mataku kōrua i te a‘a? what are you frightened of?; ‘e tangata mataku‘ia ‘aia e tōna ‘iti-tangata. he was a man who was feared by his people. Tūmatetenga mataku, a fearful disaster. Mataku ‘ua, cowardly. (See mātakutaku, ‘akamataku(taku), tāmataku-(taku).) mātakutaku, v.i., fq. mataku. (Be in a state of) worry, anxiety, fear, apprehension, trepidation. ‘Auraka koe e mātakutaku i te ‘aere i te ‘ārāvei iāia. don’t be afraid to go and see him; kāre ‘aia i varea e te moe i te mātakutaku‘anga i tē kā tupu ki tōna ‘are i taua ‘uri‘ia‘angā ra. he couldn’t get to sleep for worrying about what was going to happen to his house in the hurricane; ‘e tangata mātakutaku koe i te ‘akakite i tō‘ou manako ki te tangata. you are too timid about telling people what you think; ‘auraka e mātakutaku, ka meitaki ‘ua ‘aia. don’t keep worrying, he‘ll be quite safe. [mataku Rr.] matamarū, v.i. Courteous, polite, affable. E matamarū koe ki te au tangata ‘oko‘oko mai. be courteous to the customers. [mata1, marū.]"
matamata,"1, n. Face (of a building) (Ait. dial., cf. Rar. mata1 7.) [mata1 RR.]"
matamata,"2, v.i., dim. mata2. Not cooked enough, rather underdone, still rather green. Kua matamata tā tātou kai, kāre i piri meitaki te umu i te tāpoki‘anga. our food isn’t cooked enough, the oven wasn’t sealed over properly; e tari atu koe i te au taro matamata kia ta‘u ‘aka‘ou‘ia. take the underdone taro away to be recooked. [mata2 RR.] mātāmua, n. The firstborn, the eldest child. Ko ia tā māua mātāmua. that is our eldest; te tamā‘ine mātāmua, the eldest daughter. [Ce. *mataamua.]"
mata‘oi,", moto‘oi, n. Ylang-ylang (Cananga odorata), a tall tree with fragrant greenish-yellow flowers. Kua ‘akapuangia mai te ‘aunga o te mata‘oi. the breeze wafted up the perfume of the mata‘oi  flowers. [Pn. *mosokoi.]"
mataora,", 1. n. Entertainment, amusement, fun, pleasure, delight. ‘E a‘a te mataora i tēia pō? what is the entertainment tonight? Puka mataora, tell jokes, entertaining chat. 2. v.i. Merry, cheerful, enjoyable, entertaining, pleasant; be pleased, delight-ed. ‘E ora‘anga mataora tōna. he has a pleasant life; ‘e tārekareka mataora, an enjoyable game; kua mataora tika ai au i tā‘au i rave i napō. I was very pleased at what you did last night; i tuatua mataora mai ‘aia kiāku. he spoke cheerfully to me. [mata1, ora1.] mātā‘ora, matā‘ora, n. The fish-poison-ing plant (Tephrosia). [mātā-2, ‘ora1.]    ILL.    mātā‘ora"
matapakipakia,", v.i. Bruised (of fruit). ‘E a‘a i matapakipakia ai tā‘au tōmāti? how did your tomatoes get bruised?; kāre mātou e ‘inangaro i te vī matapakipakia. we don’t want bruised mangoes. [mata1, paki1 RR, -a5.] matapō, v.i. Blind(ness). Kua matapō tēnā va‘ine. that woman is blind; kua ‘aere te tangata matapō ma te ‘ā‘ā ‘aere ki tōna tokotoko. the blind man felt his way along with his cane; kāre rava ‘e tangata i kite i te tumu i matapō‘ia ai tērā tangata. no one knew how it was that he came to be blind; kua rave matapō ‘ua ‘aia i tāna ‘anga‘anga. he did the work blindly (without understanding). [Ep. *mata-poo.] matapōiri, (-‘ia), v.i. Faint, be uncon-scious, blackout, pass out. ‘E a‘a koe i matapōiri ei? why did you blackout?; ‘e tangata matapōiri, someone who has fainted; i tōku matapōiri‘anga, while I was unconscious; i tōna ū‘anga ki runga i te patu, kua topa ‘aia ki raro ē kua matapōiri‘ia. when he crashed into the wall, he fell down and passed out; kua ora tōna matapōiri. he has come round. [Ce. *mata-poouri.]"
matapuku,", v.i. (To) bud. Kua matapuku te tiare i tēianei. the flowers are in bud now; e ‘a‘aki mai koe i te matapuku i runga i tēnā ‘ātava tiare. pick the buds on that flowering branch. [mata1, puku1.]"
matara,", v.i. 1. (Come) loose, detached, free (not tied), undone, clear away (from pursuers). Kua matara te ‘oro‘enua i te ngā‘i i tāpeka‘ia ai. the horse had got loose from where it had been tethered; e tatara koe i tēnā taura kia matara. undo that rope so that it will come off; kua matara te taura i te pona ō‘ou. the threads are fraying on your shirt; kua matara te to‘e  o tēia au tini. the bottoms are coming out of these tins; kua ‘oro te puakatoro i te matara‘anga te taura. the cow bolted when the rope slipped off; tē manamanatā nei au, inārā ka matara au ā te ora ‘ā. I‘m busy now, but I‘ll be free at four; kāre te tare e matara meitaki mē mare ‘aia. the phlegm doesn’t come away properly when he coughs; ko toku ia toto teia, tei akamaringiia no te tangata e manganui, kia matara te ara (Matt. 26.28). this is my blood, which is shed for many, for the remission of sins; nō te mare i kore ei tōku reo e matara meitaki. my voice won’t come out properly because of my cold; i tō rātou tā‘emo‘emo‘anga ko Tau tei matara ia rātou ki mua. when they raced, it was Tau who opened up a clear lead. 2. Unravelled, solved (of a mystery or riddle). Mē matara iā koe tāku piri, if you can solve my riddle. [Pn. *ma-tala.] mātaratara, v.i., fq. matara. (Work) loose, (come) undone, detached, free. ‘E nāti mātaratara ‘ua tēia. this nut keeps work-ing loose; kua mātaratara te au pa‘upa‘u-‘anga o tēia pi‘a. the joints of this box are coming apart; ‘e a‘a i mātaratara ai ngā ‘ope o tēia taura? why are the ends of this rope fraying out?; ka mātaratara tō‘ou reo mē inu koe i te vai rēmene. your voice will be easier if you drink some lemon juice. [matara Rr.]"
matarei,", n. A variety of taro."
matariki,"1, v.i. Used adverbially after ‘ākara look, in ‘ākara matariki, watch narrowly, examine intently, stare hard. ‘Auraka koe e ‘ākara matariki mai ia mātou. don’t stare at us; ‘e tangata ‘ākara matariki tērā i te au mea e tupu nei i roto i te ‘ōire. he is a man who keeps a close eye on what goes on in the village; kua mou iāku tā rātou au peu tūkētūkē i tōku ‘ākara matariki‘anga i tā rātou ‘anga‘anga. I got on to all their tricks when I had a good look at what they were up to. [Pn. *mata-liki1.]"
matariki,"2, in ‘ētū matariki, the Pleiades. [Pn. *mata-liki2.] mātarō, n. Sailor. Kua tukutuku te mātarō i te kie i te pakari‘anga o te matangi. the sailors lowered the sails in the strong wind; nō ‘ea tō pare mātarō? where did you get your sailor’s cap? [Fr. matelot, prob. via Tahitian.] matatāpoki, n. Mask. Kua ‘a‘ao ‘aia i te matatāpoki. he wore a mask. [mata1, tā-7, poki1.] matatio. Minutely, searchingly, intently, with diligence. Normally used adverbially after kimi search. Kua kimi matatio te ‘akavā i te tupu‘anga o te pekapeka i roto i te ‘ōire. the police conducted a searching investigation into the causes of the trouble in the village; kua kimi matatio ‘aia i te tārevakē o te matīni ē kua kitea. he searched methodically for the fault in the engine and found it. ma te matatio, painstakingly. [mata1,-tio1.]"
matatua,", v.t. Look backwards, look cautiously from side to side. Kua matatua ua iora aia i tetai pae, e kare rava akera e tangata i kitea e ia. and so he looked this way and that, and there was no one in sight (Ex. 2.12). [mata1, tua2.]"
matau,", n. Fishhook. E tāpeka i te matau ma‘ata ki tēta‘i ‘ope o te a‘o. tie a big hook on to the other end of the line; e ‘oko mai koe ‘ē ono matau ‘ī ‘a‘ai nāku. buy me six tuna hooks. [Pn. *ma(a)taqu.] mātau, (-‘ia). Be in the habit of, accus-tomed to, familiar or well acquainted with; accustomed, habitual, familiar, usual. Mē mātau ‘ua rāi tā‘au puaka i te tomo mai ki roto i tōku kāinga, ka pupu‘i au. if your pig continues to make a habit of breaking into my garden, I‘ll shoot it; kua mātau au i te rave i tēia ‘anga‘anga. I‘m familiar with this work; ko tei mātau‘ia tēia e mātou i te rave i te au tuātau i ‘aere‘ia mai. this is what we used to do in times past; ‘e ‘are ‘ura mātau tēia nāku i te ‘aere i te au pō Varaire kātoatoa. I am in the habit of going to this dance hall every Friday night; kua mātau ‘aia i te ‘ārāvei iāku. he used to come and visit me; ko te ‘ākono‘anga mātau‘ia tē reira. that is the usual practice; kua mātau koe kiāia? do you know him well?; tēta‘i tangata tā‘au i mātau meitaki, someone whom you are well acquainted with. (See ‘akamātau, (‘aka)mātautau.) [Pn. *maa-tau.] mātautau, (-‘ia), v.i., fq. mātau. Be accus-tomed, habitual, familiar. Nō roto ‘ua maī na i te ‘are ‘āuri ma te mātautau atu rāi, just out of jail and back in the same old ways. [mātau Rr.]"
mate,", v.i. 1. Die, dead, death; fatal, mortal. Kia kore e mate te akarongo iaia, kia rauka ra te ora mutu kore, that those who believe in him should not die, but receive everlasting life (John 3.16); kā mate taku pū kuru. my breadfruit tree is going to die; mē kā mate ia tātou te atua o te mate, when we kill the god of death; e utunga te mate no te ara. the wages of sin is death (Rom. 6.23); e teianei kopapa mate ua ei kopapa mate kore. and this mortal body become an immortal body (1 Cor. 15.54). ‘E puta mate, a fatal wound. ‘E topa mate, a fatal fall. Pi‘a tangata mate, coffin. Te utunga mate, the death penalty. 2. (a) Numb, without feeling. Kua mate tōku rima. my arm is numb. (b) Not running, dried up (of flow); out, low (of the tide). Kua mate te vai i roto i te paipa. there is no water in the taps, the water is off; kua mate te vai i raro i te kauvai. the stream has dried up; i te mate‘anga te tai, when the tide was low; ‘e tai mate tēia. it is low tide, the tide is out. (c) Off, out (of a light or fire). Kua mate te a‘i. the fire is out, (or) the light is off; i te mate‘anga te a‘i, when the light went out. (d) Stopped, not working (of any mechanism). Kua mate te ora. the clock has stopped; kua mate te rātio. the radio is off; kua ‘ōpara ‘aia i tōna mōtokā ki te pae i te mataara i te mate‘anga te matīni. he pushed his car to the side of the road when the engine stopped. (e) Out of play (of ball). E tu‘e koe i te pōro ki va‘o kia mate. kick the ball out of play; kua ‘akatangi au i te pu‘i nō tei mate te pōro. I blew the whistle because the ball was dead. 3. (a) Be defeated, lose. Kua mate tō mātou pupu i tō rātou i tēia tu‘e-‘anga i topa ake nei. our team lost to theirs in the last match; kā mate ‘aia i te ture. he will lose his case. (b) Fail, come to naught, flop. Kua mate tōku ‘akakoro-‘anga. my plans came to naught. (c) Be dismissed (of batsman), dismissal. Kua mate te tangata pā. the batsman is out; ‘e mate kapo tōna. he was out caught. 4. Suffer (any oppressive physical or mental condition, e.g. hunger, thirst, misfortune, danger, intense desire); oppressive, calamitous; suffering, affliction, calamity. Kua auē te pēpe i te mate‘anga i te pongi. the baby cried when it got hungry; kua mate au i te kakī vai. I‘m awfully thirsty; kā mate te vaka i roto i te ‘are, kā mate katoa te vaka i te moana. if the canoe suffers a mishap in the shed, it will suffer a mishap in the ocean, too; mate i te kata, die with laughing, split one’s sides; kua mate ‘aia i te ‘inangaro i tērā pona. she’s dying to have that dress; ‘e mate tika ai te mataara e tae ei ki runga i tērā maunga. it is a very dangerous path up that mountain; te ‘anga‘anga mate, exhausting work; te mate i te etene, te mate i roto i te oire, te mate i te medebara, danger from the heathen, danger in the cities, danger in the wilderness (2 Cor. 11.26); e akara mai koe i toku mate e toku mamae (Ps. 25.18). look upon my suffering and my pain. (See ‘akamate)mate), māmamate, māmate, (mate)matenga, matemate, (tā-)matepongi, tāmate(mate).) [Pn. *mate.] mātea, v.i. Clear, open, unobstructed (Mang. dial.) Mātea! stand clear! [ma-2 ?, ātea.] māteatea, v.i. Open, unobstructed, free, not confined. Ei reira au e aere mateatea ua ai. and I shall walk unconfined (Ps. 119.45). [mātea Rr.]"
matenga,", nom. 1. Death. Kua ‘eva ‘ua te tangata i te matenga o tō rātou ariki. the people lamented the death of their king. 2. A passion, craze. ‘E matenga nōna taua tamā‘ine. he was mad about that girl; ko te matenga nō te ‘akarere manu. the craze for flying kites. [mate, -nga2.]"
